수갑,"handcuffs, shackles",Law enforcement.
쇼핑,shopping,Activities and Hobbies
수건,towel,Bathroom items
수녀,nun,Occupations
수고하다,"to go through the trouble, work hard, make an effort",Work ethic
수다,kimchi pancake,Korean Food
수다떨다,to chat,Socializing and Communication
수다스럽다,"to be talkative, chatty",Personality traits
수단,"leaf, foliage",Nature
수다쟁이,"talkative person, chatty person",Personality Traits
수도원,abbey,Religious buildings
수달,otter,Animals
수도,capital,Geography - Capitals
수레,"wagon, cart, wheelbarrow",Transportation
송금하다,"to remit, send money, wire",Banking and Finance
수량,"charge, name of a crime",Legal Terms
수돗물,tap water,Daily life
수리매,hawk,Birds of prey
수마트라 섬,Sumatra,Islands
수바,Suva,Geography
수명,"life, life span",Health and longevity
수리하다,to turn right,Driving maneuvers
수사학,rhetoric,Academic disciplines
수박,watermelon,Fruits.
수면제,sleeping pills,Medications
수산시장,fish market,Places.
수상하다,"to be suspicious, strange, shady",Detective Work
수성,Mercury,Planets
수수료,"commission, transaction fee",Finance
수속,procedure,Legal Terms
수수께끼,"puzzle, riddle, mystery",Brain teasers
수신,fun,Entertainment
수술,"all directions everywhere, 4 sides, all sides",Directions
수십,"tens, scores, dozens",Numerals
수열,sequence,Mathematics
수업,"to be unpleasant, disagreeable,uncomfortable, displeasing",Adjectives describing negative feelings or experiences.
수요,demand,Economics
수염,"beard, moustache, whiskers",Facial hair
수요일,Wednesday,Days of the week
수영장,swimming pool,Facilities or Leisure_activities
수입,import,International Trade
수영복,"swimsuit, bathing suit",Beachwear
수영,"swimming, bathing, swim",Water activities
수준,"level, standard, norm, average",Education
수족관,aquarium,Places to visit
수증기,steam,Weather
수첩,"laundry, dry cleaner's",Errands
수판,abacus,Mathematics
수퍼맨,superman,Superheroes
수표,hiking boots,Outdoor gear
수프,soup,Food & Drinks
수출,export,International Trade
수하물,"luggage, baggage, hand baggage",Travel items
수학,"worker, laborer",Occupations
수수속,sorghum,Crops or grains
숙녀,lady,Feminine titles
수평의,horizontal,Directional Terms
숙소,"area, region, district, zone",Accommodation
수필,"ceramic ware, pottery",Artifacts
숙면,"deep sleep, sound sleep",Sleeping habits
숙어,idiom,Language and Communication
숙일 거예요,"to turn red, blush",Emotions or Feelings
숙였어요,"to turn red, blush",Emotions or Feelings
숙이다,knitting,Handicrafts
숙여요,"to turn red, blush",Emotions
숙주,host,Professions
숙제,"homework, assignment",School subjects
숙취,hangover,Health and Wellness
숙지하다,"to be well informed, know inside out, be full aware",Knowledge and Understanding
순간,"moment, instant",Time expressions.
순서,tap water,Household items
순수하다,"to push out, force out",Emotions or feelings
순위,"rating, ranking, position",Competition
순차,"sequential, order",Chronological Order
순진하다,anniversary,Special Occasions
순종하는,obedient,Personality traits
술래잡기,"tag, hide-and-seek",Classic Childhood Games
술,liquor,Beverages
숟가락,spoon,Kitchen utensils
술집,"bar, pub",Nightlife
숨,"breath, breathing",Health and Wellness.
숨다,"to be rare, unusual, uncommon",Rare Items
숨바꼭질,hide-and-seek,Traditional Games
숨쉬다,"to be fed up, sick and tired",Emotions and feelings
순수한,pure,Adjectives describing qualities
숨을 거예요,"to be rare, unusual, uncommon",Rare Items
숨었어요,"to be rare, unusual, uncommon",Adjectives describing rarity or uncommonness.
숫자,numbers,Mathematics
숨어요,"to be rare, unusual, uncommon",Rare Items or Uncommon Things
숲,"forest, woods",Nature
쉬다,to rest,Activities or Hobbies
쉬어요,to rest,Activities.
쉬울 거예요,"to be easy, simple",Level of Difficulty
쉬운,easy,Adjectives.
쉴 거예요,to rest,Activities/Actions.
쉰,fifty,Numbers
쉬웠어요,"to be easy, simple",Difficulty_levels
슈퍼마겟,supermarket,Places to shop
쉬워요,"to be easy, simple",Level of Difficulty
슈투트가르트,Stuttgart,German Cities
슈퍼마켓,supermarket,Places to shop
스물,twenty,Numbers
쉽게,"easily, simply, without difficulty",Adverbs
스발바르 제도,Svalbard,Polar Regions
쉽다,"to be easy, simple",Adjectives describing difficulty
스스로,"characteristic, nature, property, quality, attribute",Personal traits or characteristics
스승,teacher,Occupations
스치다,"to block, shut off, obstruct",Barrier
스칸디나비아,Scandinavia,Regions/Countries
스웨터,sweater,Clothing.
스케이트,"skates, skating",Winter Sports
스커트,skirt,Clothing Items
스코틀랜드,Scotland,Countries
스키장,ski resort,Winter activities
스테이크,steak,Food
스타일,style,Fashion
스키,"skiing, skis",Winter sports
스타킹,"stockings, pantyhose",Clothing or Fashion
스파게티,spaghetti,Italian Food
스트레스,"stress, strain",Emotions and mental health.
스핑크스,sphinx,Mythical Creatures.
스파르타,Sparta,Ancient civilizations
슬퍼요,to be sad,Emotions
스펙트럼,spectrum,Colors
슬퍼하다,"to steal, rob",Crime
스포츠,sports,Athletic activities
슬펐어요,to be sad,Emotions
슬리퍼,slipper,Footwear
슬프다,to be sad,Emotions
습관,"high praise, compliment",Positive Qualities
슬플 거예요,to be sad,Emotions.
습진,eczema,Skin conditions
습도,humidity,Weather & Climate
습기,"moisture, humidity",Weather or Climate
스케치북,sketchbook,Art supplies
승객,passenger,Transportation
승리,"victory, win",Achievements and Success
승무원,"crewman, stewardess",Occupations
승인,"approval, acknowledgement",Official documents
싈 거예요,"to be white, fair",Colors
시간,Gangnam,Korean neighborhoods
승자,winner,Competition
스톤헨지,Stonehenge,World Wonders
시,"workplace, job, office, company",Career or Professions
승진,"ceramic ware, pottery",Art and Crafts
시간표,timetable,School subjects
시간대,time zone,Timekeeping
시계,clock,Timepieces
시끄러워요,"to be noisy, loud, chaotic",Sounds or Noise
시끄러울 거예요,"to be noisy, loud, chaotic",Sounds
시끄웠어요,"to be noisy, loud, chaotic",Sounds
시내,"the city, downtown, stream, brook",Urban areas
스페인 내전,Spanish Civil War,Wars and Conflicts
시기,December,Months of the Year
시끄럽다,"to be noisy, loud, chaotic",Adjectives describing behavior or characteristics.
시냇가,bank of a stream,Nature or Outdoor Vocabulary
시대,"the first day, opening day",Time periods
시리즈,series,Television shows.
시드니,Sydney,Cities
시멘트,cement,Construction materials
시도하다,"to try, attempt",Actions or verbs
시베리아,Siberia,World Geography
시상식,awards ceremony,Celebrations
시선,"one's eyes, gaze, focused eyes",Vision and sight
시설,"establishment, facilities",Buildings / Infrastructure
시민,living room,Household items
승용차,"passenger car, sedan","Vehicles, Transportation"
시애틀,Seattle,Cities
시스템,system,Technology and Computers
시인,poet,Occupations
시작,"beginning, start, begin",Time
시외,"the suburbs, outside the city limits",Living environment
시작하다,"to start, to begin",Actions or Verbs.
시시하다,film festival,Entertainment
시장,"skiing, skis",Winter sports
시시포스,Sisyphus,Greek mythology
시절,"mechanic, technician",Occupations.
시제,"any place, anywhere",Location or setting
시집,"mister, middle-aged man, uncle",Family Relations
시켰어요,"target, mark",Shopping
시청자,"viewer, TV audience",Television terms
시체,"corpse, dead body",Horror/Death
시크교,Sikhism,Religions
시켜요,"target, mark",Verbs
시코쿠,Shikoku,Japanese Islands
시키다,"target, mark",Actions or Commands
시킬 거예요,"target, mark",Goals or Objectives
시험,"exam, test",Education
시킴 주,Sikkim,Asian Countries
시합하다,"to play against, play a game, have a competition",Sports
식,paper cup,Food and drink.
시험지,test paper,School supplies
식물,"plant, vegetation",Nature
식당,"restaurant, cafeteria, diner, dining room",Food and Dining
식구,family member,Family
식민주의,colonialism,History
식빵,cake,Bakery Items
식용유,cooking oil,Food and cooking
식상하다,"to be fed up, sick and tired",Emotions and Feelings
식사,"picture, photo",Photography.
식탁,dining table,Furniture
식초,vinegar,Ingredients
식혜,sweet rice drink,Korean Traditional Beverages
식후,after a meal,Food habits
신,sour,Taste / Flavors
신고하다,"to report, delcare, notify",Crime and Justice
신나,excited,Emotions
신기하다,beige,Colors
신나는,exciting,Emotions for adjectives
신간,new book,Book genres
신랑,groom,Wedding
신문,newspaper,Media
신문 기자,journalist,Professions
신뢰,credit,Finance
신발,"shoes, footwear",Clothing
신부,blind date,Dating or Relationships
신분,body weight,Health & Fitness
신사,gentleman,Occupations or Titles
신비하다,to be mysterious,Supernatural
신성 로마 제국,Holy Roman Empire,Historical Empires
신성한,holy,Religion
신약성서,New Testament,Religion
신앙심이 깊은,pious,Religion
신분증,ID card,Personal identification
신용카드,credit card,Finance
신속하다,"to be pure white, snow-white",Colors
신전,temple,Religion
신입사원,newly hired employee,Jobs / Professions
신제품,new product,Business and Marketing
신청서,application form,Office supplies
신형,"new model, new style",Technology
신청곡,song request,Music.
신촌,Sinchon,Location in Seoul
신청하다,"to apply for, request, subscribe, ask out, register",Actions or Verbs
신호,"signal, code, sign",Communication
신혼부부,newly wed couple,Relationships
신호등,"traffic light, traffic signal",Transportation
신혼여행,honeymoon,Travel
싣다,taking a course,Education
실,alone,Emotions/Feelings
실망시켜요,to disappoint,Emotions or feelings.
신체,"teller, bank clerk",Occupations
실례,"sequential, order",Numbers
신화,mythology,Mythology
실망시켰어요,to disappoint,Emotions or feelings
실례하다,to be excused,Etiquette and Manners
실망시키다,to disappoint,Emotions
실어요,taking a course,Education
실망하다,"to contrast, compare",Emotions/Feelings
실망시킬 거예요,to disappoint,Emotions or feelings
실시간,"real time, live",Technology and Internet
실었어요,taking a course,Education.
실업,unemployment,Economics
실외,"outdoors, outside the room or house",Nature and Environment
실시하다,"to implement, carry out, execute, enforce, come into effect",Actions or Verbs
실연하다,"obligation, duty, responsibility",Work or Job Relations
실을 거예요,taking a course,Education
실장,refrigerator,Kitchen appliances
실제,"in one's presence, to one's face",Interactions with Others
실크,silk,Fabrics
실제로,"in fact, actually, in reality, really, in effect",Adverbs
실크로드,Silk Road,Historical trade routes
실패하다,"to fail, go wrong, be unsuccessful",Opposites
실행,practice,Daily activities
실화,"true story, real life story",Biographies
실천,beef rib soup,Korean Food
싫다,to be unlikeable,Emotions.
실험하다,"to perform an experiment, test",Science
싫어요,to be unlikeable,Emotions and feelings
싫을 거예요,to be unlikeable,Adjectives
심각하다,"love, affection",Emotions
싫어하다,"to hate, to not like it",Emotions/Feelings
심경,"mind, feelings, mental state",Emotions and feelings
심다,"to be slippery, greasy, slick",Adjectives describing textures.
심리,appetizer,Menu Items
실체,"to arrange, set up, organize",Setting up or organizing a workspace
심부름,errand,Everyday tasks
심사하다,judge,Occupations
심리학,psychology,Academic disciplines
심어요,"to be slippery, greasy, slick",Adjectives describing textures
심심하다,to be bored,Emotions/Feelings
심었어요,"to be slippery, greasy, slick",Textures/Touch perceptions
심을 거예요,"to be slippery, greasy, slick",Adjectives describing texture
심장학,cardiology,Medical Specialties
심장,drop of water,Weather.
십,ten,Numbers
싫었어요,to be unlikeable,Adjectives describing feelings or emotions.
십대,"teenage, teens",Age group
심하다,"to broadcast, televise",Television broadcasting
싱싱한,fresh,Fruits and Vegetables
싱크대,sink,Bathroom essentials
싱가포르,Singapore,Countries.
쌀,uncooked rice,Food.
싹,bud,Plants/Flowers.
싸움하다,"to be dangerous, risky",Adventurous activities.
쌍,"pair, couple, double",Relationships
쌓다,dry season,Weather seasons
쌍둥이,twins,Family relations
썰다,"business hours, office hours",Time-related words
쌈밥,rice wrapped in greens,Korean Food
쌓이다,"to be cheerful, pleasant, rhythmical",Emotions and feelings
썰매,"sled, sleigh",Winter activities
쐐기벌레,caterpillar,Insects
쓰다듬다,"to stroke, pat, pet",Activities with pets
쓰레기통,"swimming, bathing, swim",Water-related items
쓸데없다,"to be useless, unnecessary, no point to do",Opposites
쓸쓸하다,"love, affection",Emotions
씨,seed,Plants/Flora
쓰레기,"garbage, trash, waste",Environmental Issues
씨앗,seed,Plants
쓰다,write,Activities or Hobbies
아가멤논,Agamemnon,Greek Mythology
아가씨,"miss, young lady",Titles or Occupations
아군,"our forces, ally, friendly forces",Military alliances
아기,baby,Family
아까,earlier,Time expressions
아나운서,announcer,Occupations/Jobs
아나키즘,anarchism,Political ideologies
아낙시만드로스,Anaximander,Ancient Greek Philosophers
아내,wife,Family Members
아니면,or,Conjunctions
아니다,"something one is proud of, pride and joy",Achievements or Accomplishments
아니에요,"to close, shut, shut down",Verbs.
아낌없이,"generously, unsparingly, freely",Giving and Generosity
아덴 만,Gulf of Aden,Geography
아닐 거예요,"to close, shut, shut down",Actions/Verbs
아니었어요,"to close, shut, shut down",Actions
아라곤 지방,Aragon,Lord of the Rings
씁쓸하다,"to be bitter, disappointed",Emotions
아드님,"one's elder brother's wife, sister in law",Family relations
아래,"under, beneath",Prepositions
아랍에미리트,United Arab Emirates,Countries
아라비아 해,Arabian Sea,Seas and Oceans
아랍 문자,Arabic alphabet,Languages
아랍,Arab,Nationalities
아래로,down,Direction
아레스,Ares,Greek Gods
아루바,Aruba,Travel destinations.
아르바이트,part-time job,Employment
아래층,"downstairs, lower floor",Buildings or House Floors
아르키메데스,Archimedes,Scientists
아르누보,art nouveau,Art Movements
아름다운,beautiful,Adjectives describing physical appearance
아리랑,wallet,Accessories
아름답다,"spark, flame",Beauty
아리스토텔레스,Aristotle,Greek philosophers
아리우스주의,Arianism,Christianity
아들,"son, boy",Family relations
아마,"probably, maybe, likely, possibly",Uncertainty
아마추어,amateur,Occupations or Professions
아무것,anything,Broad Categories
아리스토파네스,Aristophanes,Ancient Greek Philosophers
아메리카,America,Countries
아무,anyone,Pronouns
아무도,"no one, nobody",Invisibility
아무나,"anybody, anyone",Pronouns
아래쪽,"down, lower part, bottom side, downard",Direction / Location
아깝다,diplomat,Professions
아비장,Abidjan,Capital Cities
아무래도,after all,Expressions or idiomatic phrases
아삼 주,Assam,Tea varieties
아빠,dad,Family Members
아버지,father,Family members
아쉬워하다,feel regret,Emotions
아스트라한,Astrakhan,Cities around the world
아도니스,Adonis,Greek Mythology
아시아,Asia,Continents
아예,Korean pancake,Korean Food
아웃,out,Baseball positions
아시리아,Assyria,Ancient Civilizations
아스팔트,asphalt,Road construction materials
아스가르드,Asgard,Norse Mythology.
아이네이아스,Aeneas,Greek Mythology
아이,father,Family Relations
아이스크림,ice cream,Desserts.
아이디어,idea,Creativity
아이돌,k-pop band member,Music genres
아이스퀼로스,Aeschylus,Ancient Greek Playwrights
아이소포스,Aesop,Fables or Storytelling
아주,snake,Animals
아저씨,"mister, middle-aged man, uncle",Family members
아줌마,"ma'am, middle aged woman",Family Members
아직,still,Time adverbs
아침 식사,breakfast,Meals
아침저녁,morning and evenings,Time of day
아콩카과 산,Aconcagua,Tallest Mountains
아침,"morning, breakfast",Time of day
아틀라스 산맥,Atlas Mountains,Geography
아킬레우스,Achilles,Greek mythology
아카시아,acacia,Trees
아파트,apartment,Housing
아편,opium,Illegal substances
아픔,"direction, way, course",Compass Points.
아프리카,Africa,Continents
아홉,nine,Numbers
아포스트로피,apostrophe,Punctuation marks
아파하다,"to suffer, be hurting, to be in pain",Health and Wellness
악기,musical instrument,Music instruments
악,evil,Villains
악마,"devil, satan",Supernatural Beings
아무데나,"any place, anywhere",Location/Places
악명,"evil reputation, notorious",Negative Traits or Notorious Figures
악수,platform,Transportation
악몽,"bad dream, nightmare",Horror.
악행,"evil deed, wrongdoing",Morally Questionable Actions
악필,ugly handwriting,Handwriting characteristics
악역,"villain, bad guy",Movies and TV Shows
안개,"fog, mist",Weather
악취,"bad smell, stink",Smells and odors
안,"effect, efficiency, effectiveness",Productivity
안내원,guide,Occupations
안경,"glasses, eyeglasses",Accessories for eyes
안내,"everywhere, all over, thoroughly, completely","""Adverbs"""
안내서,manual,Directions or Instructions
안내하다,change of seasons,Weather.
안방,"master bedroom, main room",Rooms in a house
안부,rice field,Agriculture.
안동,Andong,Korean Cities
안심하다,"to be relieved, rest easy, relax",Emotions or feelings.
안약,eye drops,Medical supplies
안데스 산맥,Andes,Mountains
안장,saddle,Horseback riding
안전띠,safety belt,Automobile accessories
안전,security,Safety and Security
안정성,stability,Adjectives
안전한,safe,Adjectives
안주,orange juice,Beverages
안전하다,"to be safe, secure",Safety and Security
앉다,"to sit, sit down",Actions/Verbs
앉아요,"to sit, sit down",Actions
알,egg,Food
앉은황소,Sitting Bull,Famous Native Americans
알라닌,alanine,Amino Acids
알데하이드,aldehyde,Organic chemistry
알라,Allah,Religion
앉을 거예요,"to sit, sit down",Actions/Verbs
알레고리,allegory,Literary Devices
알맞다,"to be fitting, suitable, appropriate, proper, right",Adjectives.
알맞아요,"to be fitting, suitable, appropriate, proper, right",Adjectives describing suitability or correctness
알다,to know,Knowledge and Understanding
악어,"crocodile, alligator",Animals
알맞았어요,"to be fitting, suitable, appropriate, proper, right",Adjectives
알맞을 거예요,"to be fitting, suitable, appropriate, proper, right",Adjectives
알아내다,"to discover, figure out, identify, find out",Problem-solving
알아볼 거예요,"intention, decision, plan, resolution",Goal-setting
알아보다,"intention, decision, plan, resolution",Goal-setting
알아요,to know,Knowledge and learning.
알았어요,to know,Knowledge and understanding
알아차리다,"to realize, notice, become aware, percieve, understand, take in",Mental awareness
알코올,alcohol,Beverages
알약,"pill, tablet",Medicine
알아봤어요,"intention, decision, plan, resolution",Goal-setting
알파벳,alphabet,Language & Communication
암,yes,Affirmative Responses
암모니아,ammonia,Chemical compounds
암컷,bitch,Female animals.
암초,reef,Oceanography
암소,"cow, cattle",Animals
암호,"code, cipher, password",Computer Science
암흑 물질,dark matter,Outer Space
암내,armpit smell,Body Parts
암탉,hen,Farm Animals
압도적으로,overwhelmingly,Adverbs
앞,"the front, head",Direction / Position
앞두다,to have something ahead,Directions
앞면,the front side,Location or Direction
앞서다,"to go before, precede, get ahead of, take the lead",Order or Ranking
앞서,"less, a little less",Comparisons
알 거예요,to know,Knowledge or Learning
앞설 거예요,"to go before, precede, get ahead of, take the lead",Order or Sequence
알아봐요,"intention, decision, plan, resolution",New Year's Resolutions
앞서요,"to go before, precede, get ahead of, take the lead",Order of Events
앞줄,front row,Seating Arrangements
앞섰어요,"to go before, precede, get ahead of, take the lead",Competition or Racing
앉았어요,"to sit, sit down",Actions/Verbs
앞지르다,"to pass, overtake, get ahead, do early",Transportation
애인,"to look for, hunt after, rummage",Relationships
앞치마,apron,Clothing and fashion
애들,mother,Family roles
애완동물,pet,Animals
애들레이드,Adelaide,Australian cities
애태우다,full moon,Celestial bodies
애정,"love, affection",Emotions or Feelings
액자,picture frame,Home decor
액션,action,Movies
액체,liquid,States of Matter
앤티가 바부다,Antigua and Barbuda,Countries
앨버타 주,Alberta,Canadian provinces
앵무새,parrot,Animals
야경,night view,Cityscapes
야구,baseball,Sports
야릇하다,Korean harp,Musical Instruments
야생의,wild,Nature
야망,"ambition, aspiration",Personality traits
야식,late-night snack,Food and drink
야만적,"uncivilized, savage",Adjectives to Describe Behavior
약간,acupuncture,Traditional Korean Medicine
약도,"rough map, sketch map",Navigation
야채,"to undertake, be in charge",Responsibilities or Duties
약사,pharmacist,Occupations
약속,"evil reputation, notorious",Negative Traits
약국,pharmacy,Health and medicine
약한,weak,Adjectives describing characteristics
약어,abbreviation,Language & Communication
약탈하다,"to plunder, loot, pillage",Crime
약혼자,fiance,Relationships
양,sheep,Animals
양귀비,poppy,Flowers
얇은,thin,Physical attributes or characteristics
양말,socks,Clothing
양보하다,"to yield, give, concede",Agreement
양배추,cabbage,Vegetables
양념,spice,Cooking ingredients
양로원,nursing home,Elderly Care
양서류,amphibian,Animals
양복,suit,Clothing
양성자,proton,Science - Physics
양손,both hands,Body parts.
양성의,positive,Emotions/Feelings
양초,candle,Household items.
양쪽,"both sides, both parties",Opposites
양자역학,quantum mechanics,Science & Technology
양심,conscience,Ethics and morality
양치 식물,fern,Plants
양치기,shepherd,Occupations
양파,onion,Vegetables
얘기,"bullshit, rubbish, nonsense, fake, cheat",Deception
어느,which,Question words
어긋나다,"flame, blaze",Fire or Heat
어두운,dark,Adjectives describing appearance
어느새,"before I knew it, in no time, already, quickly, so soon",Time expressions
어깨,"membership fee, subscription, dues",Finance & Payments
어떤,what kind of characteristics...,Adjectives
어딘가,somewhere,Location
어디,Where,Location
야외,"outside, open air, the outdoors",Nature
어렵다,"to be hard, difficult",Adjectives
어려웠어요,"to be hard, difficult",Adjectives
어려요,young (present),Age
양성애,bisexuality,Sexuality / Sexual orientation
어둠,"darkness, the dark",Horror or Spooky Words
어려워요,"to be hard, difficult",Adjectives.
어떻게,"to get caught, be discovered",Stealth and Sneaking
어렸어요,was young (past),Ages or stages of life
어리석은,foolish,Personalities/Character Traits
어뢰,torpedo,Military technology
어린이,"young children, kids",Age group
어린애,child,Family
어리다,young,Age or Life Stages.
어머니,mother,Family
어림없다,"to be far from, beyond, ridiculous, unreasonable, absurd, inestimable",Impossibilities
어릴 거예요,will be young,Aging
어묵,fish cake,Food
어버이,parents,Family
어색하다,to be awkward,Emotions or Feelings
어제,yesterday,Time expressions
어설프다,"to be imperfect, not adequate, sloppy, awkward, careless",Quality of work
어염되다,"to be contaminated, infected, polluted",Environmental Pollution
어원학,etymology,Linguistics
어젯밤,last night,Time of Day
어려울 거예요,"to be hard, difficult",Adjectives
어지럽다,hockey,Sports
어지르다,to make a mess,Actions
어쩌자고,why on earth,Expression or Idiom
어쨌든,"requiring payment, state of charging a fee",Finance
어찌,"land, shroe, dry land",Geography
어차피,"new model, new style",Fashion trends
어쩌지,"deep sleep, sound sleep",Sleep or Rest
어학연수,language study abroad,Education
어려움,"difficulty, trouble, problem, hardship",Challenges
억양,"intonation, accent",Language and Communication
어휘,"vocabulary, stock of words",Language and Education
어학,"language learning, linguistics",Education
억제,control,Management or Leadership
억지로,"against one's will, by force, reluctantly",Opposition or Resistance
언급,"help, aid, assistance, support",Support
언덕,hill,Landforms
언어학,linguistics,Academic disciplines
언니,"young man, young people, youth",Age group
언어,language,Languages
양식,style,Fashion & Design
언제,When,Time
언젠가,someday,Time expressions
얻어요,"to obtain, acquire, get, gain",Verb actions
얻다,"to obtain, acquire, get, gain",Achievement
언제든지,"at any time, whenever, anytime",Time expressions
얻을 거예요,"to obtain, acquire, get, gain",Achievement
얻었어요,"to obtain, acquire, get, gain",Actions or Verbs
얼굴,face,Body Parts
얼마에,price,Shopping
언짢다,"efficient, efficiency",Productivity
얼룩말,zebra,Animals
얼룩,"stain, spot",Household items
얼어붙다,to jump rope,Physical Activities
언론,"rule, reign, governance",Government and politics
얼음,ice,Cold things
얼른,quickly,Speed or Fastness
얼빠지다,judge,Occupations
얽히다,"to be tangled, complicated, invovled, concerned with, related to",Complexity or Complication
엄마,mom,Family Members
엄연하다,waiting person???,Emotions or Feelings
엄숙한,serious,Personality traits
엄청나요,"to be huge, enormous, tremendous, overwhelming",Adjectives describing size
엄청나다,"to be huge, enormous, tremendous, overwhelming",Size and magnitude
업무,"guard, bodyguard, escort",Professions or Job Titles
엄청났어요,"to be huge, enormous, tremendous, overwhelming",Adjectives describing size or magnitude
업다,delusion,Psychology
엄청날 거예요,"to be huge, enormous, tremendous, overwhelming",Size or Scale
업체,company,Business
엉금엉금,"crawling, creeping",Adjectives describing movement
엉겅퀴,thistle,Plants or Flowers
없어지다,civilization,Progression or Decline
엊그제,couple days ago,Time expressions
엉망,"wreck, mess, bad shape",Disorder or Chaos
엉터리,"bullshit, rubbish, nonsense, fake, cheat",Deception or Lies
엉덩이,"butt, buttocks",Body Parts
에너지,"energy, power",Science & Technology
에드먼턴,Edmonton,Cities
에스터,ester,Chemistry
에라토스테네스,Eratosthenes,Ancient Greek Scholars
에센,Essen,Food and drink
에스페란토,Esperanto,Languages
에우리피데스,Euripides,Greek playwrights
에어컨,air conditioner,Electronics
에어버스,airbus,Transportation
에코시스템,ecosystem,Nature
에펠 탑,Eiffel Tower,Landmarks
에든버러,Edinburgh,Capital cities
에우클레이데스,Euclid,Mathematicians
에펠탑,Eiffel Tower,Landmarks
엑스레이,x-ray,Medical terms
엘리베이터,elevator,Buildings
엔지니어,engineer,Occupations
여가,"leisure, spare time, free time",Activities and Hobbies
여권,volcano,Natural Disasters
여관,"inn, motel",Accommodation
엔진,engine,Transportation
여기,here,Location or adverbs.
여러,"several, many, a lot of",Quantities or Numbers
여동생,younger sister,Family Members
여러분,"everyone, everybody, ladies and gentlemen",Greeting phrases
여름,summer,Seasons
여덟,eight,Numbers
여단,brigade,Military Organizations
여리다,"to be tender, gentle, soft, delicate, fragile",Adjectives describing textures
여보,"Honey, Dear",Terms of endearment
여배우,actress,Occupations
여사,"Mrs. , madame",Marital Titles
여섯,six,Numbers
여성,"women, the female sex",Gender and Women's Empowerment.
여송연,cigar,Smoking or Tobacco
여신,goddess,Mythology
여우,fox,Animals
여자,"woman, female",Gender
여왕,queen,Royalty
여유,Wednesday,Days of the week
여유롭다,to be leisurley,Adjectives describing personality traits
여전히,"still, as ever, just as it was before",Adverbs
여전하다,"to be unchanged, be as usual, as it was before",Adjectives describing consistency or continuity
에피소드,episode,Television Shows
여쭤보다,seagull,Birds
여행,"trip, travel",Vacation or Holiday
여쭤봐요,to rest,Activities and actions
여쭤볼 거예요,to rest,Activities/Actions
여학생,female student,School Life
여쭤봤어요,to rest,Activities or Actions
여행사,travel agency,Travel & Leisure
여행용,"for travel, travel",Travel essentials
여호와의 증인,Jehovah's Witnesses,Religions
역,station,Transportation
역사가,historian,Professions
역사적,"historical, being historic",History
역사,history,Academic Subjects
역설,paradox,Word Puzzles
역청,bitumen,Materials used in construction
역할,"role, part",Movie genres
역학,mechanics,Physics
연결하다,"to connect, link, attach",Technology
연,kite,Toys or Outdoor activities
연금,pension,Finance
연구,"main occupation, day job, primary job",Profession
연구소,research institute,Education and science
연극,"success, succeed",Achievement
연구자,researcher,Professions
연기,"performance, acting",Entertainment
연기자,"public performance, concert, show",Entertainment
연락처,contact information,Communication
연대,regiment,Military Units
에피쿠로스,Epicurus,Ancient Greek Philosophers
연기하다,delay or act,Verbs.
연락선,ferry,Transportation
연락하다,"to deal with, face each other",Communication or Contact
연령,age,Age group
연못,pond,Water features
연말,end of the year,Time periods
연료,fuel,Transportation
연설,"speech, address",Public Speaking
연봉,annual salary,Jobs/careers
연습실,practice room,Music or Dance practice spaces
연세,"item name, list of goods",Shopping or groceries
연보라,"light purple, violet",Colors
연애,"class, grade, ranking, rating",Relationships
연약하다,"to be weak, delicate, frail",Health & Wellness
연습하다,"to practice, train, exercise",Activities
연장,tool,Workshop tools
연인,"sweetheart, lover, couple",Romantic relationships
연장하다,"rotation, shift, alternation, take turns, relief",Work Schedules
연하,"younger, junior, younger person",Age or Generations
열,ten,Numbers
연휴,"long holiday, consecutive holidays, long weekend",Holidays
연필,pencil,Stationery
열다,to open,Actions.
여자친구,girlfriend,Relationships
열매,"fruit, nut, berry",Foods & Nature
연합,federation,Government or Politics
열심히,"diligently, passionately",Work ethic
열어요,to open,Actions
열 거예요,to open,Actions / Verbs
열쇠,key,Household items
열었어요,to open,Actions
열애,passionate love,Romance
열역학,thermodynamics,Science
열연,enthusiastic performance,Performing Arts
열흘,"ten days, the tenth day",Time intervals
염색체,chromosome,Genetics
엽록체,chloroplast,Biology
염려,"worry, fear, anxious, concerning, worry",Emotions
염색하다,to dye,Beauty and cosmetics.
엽서,postcard,Stationery
엿듣다,"to eavesdrop, overhear, listen in",Spying and Secrets
영광,"honor, glory",Positive Traits / Virtues
영구히,"eternally, permanently, last endlessly without changing",Forever
열하나,eleven,Numbers
엿새,six days,Time Measurement
영국 해협,English Channel,Geography
영국,United Kingdom,Countries
영리하다,"to be smart, clever, intelligent",Personality traits
영국령 버진 아일랜드,British Virgin Islands,Countries
영사,consul,Governmental Positions
영수증,receipt,Shopping
영양,"nutrition, nutrient, nourishment",Food and Health
영어,english,Languages
영업시간,"business hours, office hours",Time & Schedule
영원하다,"to be eternal, last forever",Time or Duration
영웅,"hero, heroine",Heroes
영사관,consulate,Government and Diplomacy.
영원히,"forever, eternally, permanently, for good",Time Concept
영혼,"soul, spirit",Supernatural Entities
영장류,primate,Animals
영향,"influence, effect, impact","Words related to ""society and relationships"""
영하,"temperature below freezing, below zero",Weather and Meteorology
영화,movie,Entertainment
