clue,explanation,answer,url
人在异乡结同心,提示：“异乡”理解为“乡”字变异，调整笔画，变成字“纟”。“同心”理解为“同”字的中心部分，为“一口”。“纟”“一口”与谜面中的“人”组成字“给”。,给,https://www.wwyulu.com/read/45384.html
默许,提示：“默”理解为沉默，不言语，“言”理解为言字旁“讠”。“默许”理解为“许”字的“讠”不要了，剩下“午”。许-讠=午。,午,https://www.wwyulu.com/read/45380.html
言而无信一定失败,提示：“言而无信”理解为“信”字的“言”无，没有了，剩下“亻”。“失败”理解为败北，扣“北”。“亻”“北”与谜面中的“一”组成字“乖”。,乖,https://www.wwyulu.com/read/45428.html
一提升就摆平,提示：“一提升就摆平”反过来理解就是“平”字的“一”降下来，即“平”字变成字“半”。,半,https://www.wwyulu.com/read/45378.html
雾中点点透残红,提示：“雾中”理解为“雾”字的中间部分，为“夂”。“点”理解为“、”；“点点”理解为“、、”。“残红”理解为“红”字残缺了，只留下一部分，剩下“纟”。“雾中点点透残红”理解为“夂”“、、”与“纟”组成字“终”。,终,https://www.wwyulu.com/read/45382.html
句中没有顿号,提示：“句中没有”理解为“句”字中间部分不要了，剩下“勹”。“顿号”的形状为“、”。“句中没有顿号”理解为“勹”与“、”组成字“勺”。,勺,https://www.wwyulu.com/read/45390.html
少找点借口,提示：“点”理解为“、”；“少找点”理解为“找”字少了“、”。“找”字少了“、”再与谜面中的“口”组成字“拽”。,拽,https://www.wwyulu.com/read/45398.html
没有夸大损失,提示：“没有夸大”理解为“夸”字的“大”没有了，剩下“亏”。夸-大=亏。“损失”说明亏损了，扣“亏”，第二次紧扣谜底。,亏,https://www.wwyulu.com/read/45396.html
没有心情见旁人,提示：“心”理解为竖心旁“忄”。“没有心情”理解为“情”字的“忄”没有了，剩下“青”。“人”理解为单人旁“亻”。亻+青=倩。,倩,https://www.wwyulu.com/read/45408.html
月下湖边有鸟鸣,提示：“湖边”理解为“湖”字的一边，取“氵”。“有鸟鸣”反过来理解就是“鸣”字没有“鸟”，剩下“口”。“氵”“口”与谜面中的“月”组成字“涓”。氵+口+月=涓。,涓,https://www.wwyulu.com/read/45414.html
盛名之下大改观,提示：“盛名之下”理解为“盛名”二字的下面部分，为“皿口”。“大改观”理解为“大”字改变笔画，变成“一人”。“盛名之下大改观”理解为“皿口”与“一人”组成字“盒”。,盒,https://www.wwyulu.com/read/45426.html
堆土为坟,提示：“堆土为坟”反过来理解就是“坟”字没有“土”，剩下“文”。坟-土=文。,文,https://www.wwyulu.com/read/45404.html
全凭点滴集资财,提示：“点滴”的形状为“、、”。“、、”与谜面中的“全”组成字“金”。“资财”理解为金钱，扣“金”，第二次紧扣谜底。,金,https://www.wwyulu.com/read/45416.html
力争二人巧变化,提示：“二人”理解为两个“人”字，即“人人”。“二人巧变化”理解为“人人”二字笔画调整，一个“人”调整为“亻”，另外一个“人”调整为“丿一”。“亻”“丿一”与谜面中的“力”组成字“伤”。,伤,https://www.wwyulu.com/read/45412.html
东西南北皆逢春,提示：“东西南北”是四个方位，扣“四方”。“春”五行属“木”，扣“木”。木+四+方=楞。,楞,https://www.wwyulu.com/read/45424.html
叶动心不动,提示：“叶动”理解为“叶”字变动，调整笔画，变成字“田”。“田”与谜面中的“心”组成字“思”。田+心=思。,思,https://www.wwyulu.com/read/45430.html
两人乱跑丢了一,提示：“两人乱跑丢了一”理解为“两”字的“一”丢了，没有了，剩下部分“人”在乱跑，调整笔画结构，变成字“肉”。,肉,https://www.wwyulu.com/read/45432.html
六根清静无用心,提示：“六根清静”理解为“六”字的根部清除掉，剩下“亠”。“无用心”理解为“用”字的中心部分无，不要了，剩下“冂”。冂+亠=丹。,丹,https://www.wwyulu.com/read/45394.html
拆开重组整十两,提示：“拆开重组整十两”理解为“十两”二字拆开再重新组合，组成字“柄”。十+两=柄。,柄,https://www.wwyulu.com/read/45434.html
残月破云照西湖,提示：“残月”理解为残月如弓，扣“弓”。“破云”理解为“云”字残破，缺少部分，剩下“厶”。“西湖”理解为“湖”字的西面（左边部分），为“氵”。氵+厶+弓=泓。,泓,https://www.wwyulu.com/read/45388.html
员工一走才知珍,提示：“员工一走”理解为“员工”的“一”走了，没有了，剩下部分组成字“贵”。“珍”理解为珍贵，扣“贵”，第二次紧扣谜底。,贵,https://www.wwyulu.com/read/45372.html
二人睁两眼,提示：“睁两眼”理解为睁开的两只眼睛，形状为“丷”。“丷”与谜面中的“二人”组成字“夹”。丷+二+人=夹。,夹,https://www.wwyulu.com/read/45344.html
一点一点凝结成,提示：“点”理解为“、”。“一点一点凝结成”反过来理解就是“凝”字的“、”“、”没有了，剩下“疑”。,疑,https://www.wwyulu.com/read/45342.html
人生没有单行道,提示：“人”理解为单人旁“亻”。“单行道”的形状为“一”；“生没有单行道”理解为“生”字的“一”没有了，剩下“牛”。亻+牛=件。,件,https://www.wwyulu.com/read/45340.html
东西放好买一束,提示：“东西放好”理解为“放”字的东面（右边部分），为“攵”；“好”字的西面（左边部分），为“女”。“攵”“女”与谜面中的“束”组成字“嫩”。攵+女+束=嫩。,嫩,https://www.wwyulu.com/read/45337.html
失利之后先隐蔽,提示：“失利之后”理解为“利”字失去了后面部分，剩下“禾”。“先隐蔽”理解为“隐”字的先头部分遮蔽了，没有了，剩下“急”。禾+急=稳。,稳,https://www.wwyulu.com/read/45335.html
夜幕降临到贵州,提示：“夜幕降临”说明天黑了，扣“黑”。“贵州”简称“黔”。“夜幕降临到贵州”反过来理解就是“黔”字的“黑”没有到，剩下“今”。黔-黑=今。,今,https://www.wwyulu.com/read/45333.html
又有耳朵又有嘴，就是说话不干脆,提示：“口”字义为“嘴”，与谜面中的“嘴”相扣。“口”与谜面中的“又”“又”“耳”组成字“嗫”。口+又+又+耳=嗫。,嗫,https://www.wwyulu.com/read/45331.html
原天下有情人都成眷属,提示：“原天下有情人都成眷属”说明希望个个都合得来，扣“个个合”，“个”与“个”组成字“竹”，“竹”理解为竹字头“⺮”，“⺮”与“合”组成字“答”。⺮+合=答。,答,https://www.wwyulu.com/read/45325.html
两万里,提示：“两万里”等于“二十千里”，“二十”理解为两个“十”字，即“十十”，“十”与“十”组成字“艹”，“艹”与“千里”组成字“董”。艹+千+里=董。,董,https://www.wwyulu.com/read/45323.html
千日改革成功,提示：“千日改革成功”理解为“千日”二字调整笔画，组成字“但”。千+日=但。,但,https://www.wwyulu.com/read/45321.html
厂内养狗讨人嫌,提示：“犬”字义为“狗”，与谜面中的“狗”相扣。“犬”与谜面中的“厂”组成字“厌”。犬+厂=厌。,厌,https://www.wwyulu.com/read/45317.html
出名后十分小心,提示：“出名后”理解为“名”字的后面部分出去了，没有了，剩下“夕”。“小心”理解为“小”字的中心部分，为“亅”。“十分”理解为“十”字拆分，为“一丨”。夕+十+亅=列。,列,https://www.wwyulu.com/read/45313.html
今为山水伴,提示：“水”理解为三点水“氵”。“氵”与谜面中的“今”“山”组成字“涔”。氵+今+山=涔。,涔,https://www.wwyulu.com/read/45311.html
大婶不安一人走,提示：“大婶不安一人走”理解为“大婶”二字的“安一人”不要了，走了，剩下“申”。,申,https://www.wwyulu.com/read/45309.html
一点一点学,提示：“点”理解为“、”。“一点一点学”反过来理解就是“学”字的“、”“、”没有了，剩下“字”。,字,https://www.wwyulu.com/read/45307.html
口角在此发生,提示：谜面中的“口角”“此”三字，组成字“嘴”。口+角+此=嘴。,嘴,https://www.wwyulu.com/read/45305.html
相差一半，少来抬杠,提示：“相差一半”理解为“相差”二字各取一半，组成字“着”。“少来抬杠”理解为谜底不要猜成“杠”字。,着,https://www.wwyulu.com/read/45303.html
多一人有肉吃,提示：“多一人有肉吃”反过来理解就是“肉”字少一个“人”，剩下“内”。肉-人=内。,内,https://www.wwyulu.com/read/45329.html
代购前要借笔款,提示：“购前”理解为“购”字的前面部分，为“贝”。“贝”与谜面中的“代”组成字“贷”。贝+代=贷。“借笔款”理解为贷款，扣“贷”，第二次紧扣谜底。,货,https://www.wwyulu.com/read/45364.html
弟子刚先走,提示：“弟子”理解为弟弟的儿子，也叫“侄子”，扣“侄”。“刚先走”理解为“刚”字的先头部分走了，剩下“刂”。刂+侄=倒。,倒,https://www.wwyulu.com/read/45366.html
进言献计为改革,提示：“言”理解为言字旁“讠”。“进言献计”反过来理解就是“计”字的“讠”没有进入，没有了，剩下“十”。“十”与谜面中改革调整笔画的“为”组成字“协”。十+为=协。,协,https://www.wwyulu.com/read/45327.html
左看二十日，右看三十天,提示：“二十”理解为两个“十”字，即“十十”。“三十天”等于“一个月”，扣“月”。“十十”“月”与谜面中的“日”组成字“朝”。十+十+月+日=朝。,朝,https://www.wwyulu.com/read/45319.html
除去撇就没了,提示：“撇”的形状为“丿”。“除去撇就没了”反过来理解就是“去”与“丿”组成字“丢”。去+丿=丢。,丢,https://www.wwyulu.com/read/45315.html
保证不说话,提示：“保证不说话”说明包了止住口，扣“包止口”。包+止+口=跑。,跑,https://www.wwyulu.com/read/45301.html
指头轻微触电,提示：“指头轻微触电”会导致手麻，扣“手麻”，“手”与“麻”组成字“摩”。手+麻=摩。,摩,https://www.wwyulu.com/read/45299.html
三十日内完成手稿,提示：“三十”理解为三个“十”字，即“十十十”，“十”与“十”组成字“艹”，剩下的一个“十”明扣。“艹”“十”与谜面中的“日”组成字“草”。艹+十+日=草。,草,https://www.wwyulu.com/read/45297.html
围住广寒宫,提示：“广寒宫”是在月亮上，扣“月”。“围住广寒宫”理解为包围月亮，扣“包月”，“包”与“月”组成字“胞”。包+月=胞。,胞,https://www.wwyulu.com/read/45295.html
小子猜得出色,提示：“猜得出色”理解为“猜”字含有颜色的部分（青）出去了，没有了，剩下“犭”。“犭”与谜面中的“小子”组成字“狲”。犭+小+子=狲。,狲,https://www.wwyulu.com/read/45293.html
笙箫四重奏,提示：“四重”理解为“四”字重复，即“四四”，“四”与“四”相加等于“八”。“四重奏”别解为“八人吹”。八+人+吹=欲。,欲,https://www.wwyulu.com/read/45291.html
女儿要走,提示：“女儿要走”理解为“要”字的“女”走了，剩下“西”。要-女=西。,西,https://www.wwyulu.com/read/45289.html
此乃人算不如天算也,提示：“人算不如天算也”理解为“人算”与“天算”的区别，即“天算”减去“人算”二字笔画，剩下“二”。“二”与谜面中的“此”组成字“些”。二+此=些。,些,https://www.wwyulu.com/read/45287.html
人到几时有钞票,提示：“人”理解为单人旁“亻”。“钞票”理解为金币，扣“币”。“币”“亻”与谜面中的“几”组成字“佩”。币+亻+几=佩。,佩,https://www.wwyulu.com/read/45285.html
四十口登日走,提示：“四十”理解为四个“十”字，即“十十十十”。“走”理解为走之旁“辶”。“十十十十”“辶”与谜面中的“日”“口”组成字“遭”。,遭,https://www.wwyulu.com/read/45283.html
一次参赌人被抓,提示：“者”字义为“人”，与谜面中的“人”相扣。“赌人被抓”理解为“赌”字的“者”被抓了，没有了，剩下“贝”。“贝”与谜面中的“次”组成字“资”。贝+次=资。,资,https://www.wwyulu.com/read/45281.html
握别,提示：“握别”说明两人分手告别，扣“分手”，“手”理解为提手旁“扌”，“扌”与“分”组成字“扮”。扌+分=扮。,扮,https://www.wwyulu.com/read/45279.html
左边不出头，右边歪歪头,提示：“不出头”理解为“不”字出头，变成字“木”。“歪歪头”理解为“歪”字的头部，为“不”。木+不=杯。,杯,https://www.wwyulu.com/read/45277.html
添上一口就是我,提示：“吾”字义为“我”，与谜面中的“我”相扣。“添上一口就是我”反过来理解就是“吾”字减少“口”，剩下“五”。吾-口=五。,五,https://www.wwyulu.com/read/45275.html
调整火力做假像,提示：“调整火力”理解为“火力”二字调整笔画，变成“人为”，“人”理解为单人旁“亻”，“亻”与“为”组成字“伪”。“伪”字义为“虚假”，与谜面中的“假象”相扣。,伪,https://www.wwyulu.com/read/45273.html
抽刀必割,提示：“刀”理解为利刀旁“刂”。“抽刀必割”理解为“割”字的“刂”抽走了，没有了，剩下“害”。割-刂=害。,害,https://www.wwyulu.com/read/45271.html
昔日一别今相聚,提示：“昔日一别”理解为“昔”字的“日一”离别了，没有了，剩下“艹”。“艹”与谜面中的“今”相聚，组成字“芩”。艹+今=芩。,芩,https://www.wwyulu.com/read/45269.html
引进人才成大业,提示：“引进人才成大业”反过来理解就是“大业”没有引进“人”，剩下“一业”，“一”与“业”组成字“亚”。一+业=亚。,亚,https://www.wwyulu.com/read/45267.html
先乘后加，最后得八,提示：“乘”理解为乘法，乘法符号为“×”。“加”理解为加号，加号的形状为“十”。“×”“十”与谜面中的“八”组成字“杀”。,杀,https://www.wwyulu.com/read/45265.html
凑满一百万,提示：“凑满”说明数量足够，扣“足”，“足”理解为足字旁“⻊”。“一百万”等于“一兆”，扣“兆”。兆+⻊=跳。,跳,https://www.wwyulu.com/read/45263.html
好像读四声,提示：“似”字义为“好像”，与谜面中的“好像”相扣。“似”的读音为“sì”，声调为四声。,似,https://www.wwyulu.com/read/45261.html
冷炕尽是土,提示：“冷炕”暗示“炕”是冷的，没有烧“火”，即“炕”字没有“火”，剩下“亢”。“亢”与谜面中的“土”组成字“坑”。亢+土=坑。,坑,https://www.wwyulu.com/read/45259.html
慷慨解囊,提示：“慷慨解囊”理解为用金钱帮助别人，扣“金助”，“金”理解为金字旁“钅”，“钅”与“助”组成字“锄”。钅+助=锄。,锄,https://www.wwyulu.com/read/45257.html
一点爱心献父兄,提示：“点”理解为“、”。“爱心”理解为“爱”字的中心部分，为“冖”。“父兄”理解为父亲的哥哥，称之为“伯父”，扣“伯”。“伯”“、”“冖”与谜面中的“一”组成字“宿”。,宿,https://www.wwyulu.com/read/45255.html
有心入门难透气,提示：“有心入门”理解为“心”字进入“门”字里面，组成字“闷”。心+门=闷。“难透气”说明十分的闷，扣“闷”，第二次紧扣谜底。,闷,https://www.wwyulu.com/read/45253.html
还不去拿一元来,提示：“还不去”理解为“还”字的“不”去掉，剩下“辶”。“辶”与谜面中的“元”组成字“远”。辶+元=远。,远,https://www.wwyulu.com/read/45251.html
石变色,提示：“石变色”理解为“石”字调整笔画，变成含有颜色的字，即“石”字变成字“白”。“白”这里字义为“白色”。,白,https://www.wwyulu.com/read/45249.html
差一点祸从口出,提示：“点”理解为“、”。“祸从口出”理解为“祸”字的“口”出去了，剩下“礻内”。“差一点祸从口出”反过来理解就是“礻内”增加“、”，组成字“衲”。,衲,https://www.wwyulu.com/read/45247.html
非常六加一,提示：“加”理解为加号，形状为“十”。“十”与谜面中的“六”“一”组成字“辛”。十+六+一=辛。,辛,https://www.wwyulu.com/read/45245.html
妇女节有雨,提示：“妇女节”理解为“妇”字的“女”节约了，没有了，剩下“彐”。“彐”与谜面中的“雨”组成字“雪”。彐+雨=雪。,雪,https://www.wwyulu.com/read/45243.html
一点一滴总如意,提示：“点”理解为“、”；“滴”的形状为“、”。“一点一滴总如意”反过来理解就是“意”字没有“、、”，剩下部分为“竟”。,竟,https://www.wwyulu.com/read/45240.html
雾中唯见桥头露,提示：“雾中”理解为“雾”字的中间部分，为“夂”。“桥头”理解为“桥”字的头部，为“木”。木+夂=条。,条,https://www.wwyulu.com/read/45238.html
泰山,提示：“泰山”字义中含有“岳父”的意思，“岳父”即“老丈人”，扣“丈人”，“人”理解为单人旁“亻”；“亻”与“丈”组成字“仗”。亻+丈=仗。,仗,https://www.wwyulu.com/read/45236.html
黎明即起,提示：“黎明”说明是早晨，扣“早”。“即”理解为“立即”，扣“立”。立+早=章。,章,https://www.wwyulu.com/read/45234.html
百里不见一架梯子,提示：“百里不见一”理解为“百”字里面的“一”不见了，剩下“一丿口”。“梯子”的形状为“面”字没有“一丿口”的部分。,面,https://www.wwyulu.com/read/45232.html
转眼即黄昏,提示：“目”字义为“眼睛”，与谜面中的“眼”相扣。“转眼”理解为“目”字转动，变成字“罒”。“夕”字义为“傍晚”，与谜面中的“黄昏”相扣。夕+罒=罗。,罗,https://www.wwyulu.com/read/45230.html
一一到此下面,提示：谜面中的“一一”在“此”字的下面，组成字“些”。一+一+此=些。,些,https://www.wwyulu.com/read/45228.html
与水交融如胶漆,提示：“水”理解为三点水“氵”。“与水交融如胶漆”反过来理解就是“胶漆”二字的“氵交”没有融入，没有了，分别剩下“月桼”，“月”与“桼”组成字“膝”。桼+月=膝。,膝,https://www.wwyulu.com/read/45226.html
浦东十分需要人,提示：“浦东”理解为“浦”字的东面（右边部分），为“甫”。“十分”等于长度“一寸”，扣“寸”。“人”理解为单人旁“亻”。亻+甫+寸=傅。,傅,https://www.wwyulu.com/read/45224.html
一字入句十日思,提示：“一字入句”理解为“一”字进入“句”字里面，组成字“旬”。一+句=旬。“十日”为“一旬”，扣“旬”，第二次紧扣谜底。,旬,https://www.wwyulu.com/read/45222.html
附耳上来,提示：“耳”理解为包耳旁“阝”。“附耳上来”反过来理解就是“附”字的“阝”没有了，剩下“付”。附-阝=付。,付,https://www.wwyulu.com/read/45220.html
盲目行动心变态,提示：“盲目行动”理解为“盲”字的“目”行动，走了，没有了，剩下“亡”。“心”理解为竖心旁“忄”。忄+亡=忙。,忙,https://www.wwyulu.com/read/45218.html
南望杏枝又落叶,提示：“南望”理解为“望”字的南面（下面部分），为“王”。“杏枝又落叶”理解为“杏枝”二字落掉“又”“叶”的笔画部分，分别剩下“木木”。木+木+王=琳。,琳,https://www.wwyulu.com/read/45216.html
好好学，里面都有,提示：“好好学，里面都有”理解为“好好学”三字里面都有的笔画部分，为“子”。,子,https://www.wwyulu.com/read/45214.html
早有茅头,提示：“茅头”理解为“茅”字的头部，为“艹”。“艹”与谜面中的“早”组成字“草”。艹+早=草。,草,https://www.wwyulu.com/read/45212.html
来日设宴,提示：“来日设宴”反过来理解就是“宴”字的“日”没有来，剩下“安”。宴-日=安。,安,https://www.wwyulu.com/read/45210.html
千古结缘一条心,提示：“千古结缘”理解为“千”与“古”结合，笔画部分重合，组成字“舌”。“心”理解为竖心旁“忄”。舌+忄=恬。,恬,https://www.wwyulu.com/read/45208.html
里面是大的，外面是方的,提示：“方”理解为方格，形状为“口”。“口”与谜面中的“大”组成字“因”。口+大=因。,因,https://www.wwyulu.com/read/45206.html
莫让杜兴做鬼脸,提示：“杜兴”是《水浒传》人物，绰号“鬼脸儿”。“莫让杜兴做鬼脸”理解为“鬼脸儿”的“鬼脸”二字不要了，剩下“儿”。,儿,https://www.wwyulu.com/read/45204.html
您既不安心，干脆不留人,提示：“您既不安心”理解为“您”字的“心”不要了，剩下“你”。“人”理解为单人旁“亻”。“您既不安心，干脆不留人”理解为“你”字的“亻”不留，剩下“尔”。你-亻=尔。,尔,https://www.wwyulu.com/read/45202.html
连日有雨难出摊,提示：“连日”理解为“日”字连着，即“日日”，“日”与“日”组成字“田”。“难出摊”理解为“摊”字的“难”出去了，剩下“扌”。“田”“扌”与谜面中的“雨”组成字“擂”。扌+田+雨=擂。,擂,https://www.wwyulu.com/read/45200.html
内人整容，倾倒上海,提示：“内人整容”理解为“内”字里面的“人”调整一下，即“内”变成字“贝”。“上海”简称“申”；“倾倒上海”理解为“申”字倾倒了，变成了“贯”字没有“贝”的部分。,贯,https://www.wwyulu.com/read/45198.html
一旦变心成永远,提示：“心”理解为竖心旁“忄”。“忄”与谜面中的“一旦”组成字“恒”。忄+一+旦=恒。“永远”理解为永恒，扣“恒”，第二次紧扣谜底。,恒,https://www.wwyulu.com/read/45196.html
把手放下,提示：“手”理解为提手旁“扌”。“把手放下”理解为“把”字的“扌”放下了，没有了，剩下“巴”。把-扌=巴。,巴,https://www.wwyulu.com/read/45194.html
三点到云南,提示：“三点”理解为三点水“氵”。“云南”简称“滇”。“三点到云南”反过来理解就是“滇”字的“氵”没有到，没有了，剩下“真”。滇-氵=真。,真,https://www.wwyulu.com/read/45191.html
假骨文,提示：“假骨”理解为“骨”字是假的，不是这一个“骨”字，而是“古”字。“文”理解为反文旁“攵”。攵+古=故。,故,https://www.wwyulu.com/read/45189.html
赞美乡下变了样,提示：“赞美”理解为夸赞，扣“夸”。“乡下变了样”理解为“乡”字的下面部分变了样子，即调整“乡”字的下面部分，变成字“纟”。纟+夸=绔。,绔,https://www.wwyulu.com/read/45187.html
少女节食人消瘦,提示：“节食人消瘦”理解为“食”字的“人”节省了，削掉了，剩下“良”。“良”与谜面中的“女”组成字“娘”。良+女=娘。,娘,https://www.wwyulu.com/read/45185.html
先写上，后写下,提示：“先写上”理解为“先”字的上面部分，为“丿土”。“后写下”理解为“后”字的下面部分，为“口”。,告,https://www.wwyulu.com/read/45183.html
点点滴滴成百万,提示：“点”理解为“、”；“滴”理解为“、”；“点点滴滴”理解为“、、、、”。“百万”等于“一兆”，扣“兆”。“点点滴滴成百万”反过来理解就是“兆”字的“、、、、”没有了，剩下“儿”。,儿,https://www.wwyulu.com/read/45181.html
小桥流水风中没,提示：“桥”的形状为“冖”。“水”理解为三点水“氵”。“风中没”理解为“风”字的中间部分没有了，剩下“几”。几+冖+氵=沉。,沉,https://www.wwyulu.com/read/45179.html
全力以赴方成功,提示：“全力以赴方成功”反过来理解就是“功”字不全，没有“力”，剩下“工”。功-力=工。,工,https://www.wwyulu.com/read/45177.html
恰似无风下半旗,提示：“恰似无风下半旗”理解为旗子在无风的情况下，旗子在旗杆的中间，形状为“卜”。“丨”为旗杆，“、”为旗子。,卜,https://www.wwyulu.com/read/45175.html
不计前嫌广结交,提示：“不计前嫌”理解为“嫌”字的前面部分不计算在内，不要了，剩下“兼”。“兼”与谜面中的“广”组成字“廉”。兼+广=廉。,廉,https://www.wwyulu.com/read/45173.html
加上了嘴巴，反而说不出,提示：“方”理解为方格，形状为“口”。“说不出”理解为说不出话，即哑巴，扣“哑”。“加上了嘴巴，反而说不出”反过来理解就是“哑”字的“口”减少了，剩下“亚”。哑-口=亚。,亚,https://www.wwyulu.com/read/45171.html
第二次借钱,提示：“第二次借钱”说明又欠对方钱了，扣“又欠”，“又”与“欠”组成字“欢”。又+欠=欢。,欢,https://www.wwyulu.com/read/45169.html
加上了方的，反而成了圆的,提示：“方”理解为方格，形状为“口”。“加上了方的，反而成了圆的”反过来理解就是“圆”字的“口”没有加上，减少了，剩下“员”。圆-口=员。,员,https://www.wwyulu.com/read/45167.html
一个人，两个人，三个人,提示：谜面中的“人”“人”“人”组成字“众”。人+人+人=众。,众,https://www.wwyulu.com/read/45165.html
做人要宽心虚心,提示：“人”理解为单人旁“亻”。“宽心”理解为“宽”字的中心部分，为“艹”。“虚心”理解为“虚”字的中心部分，为“七”。七+艹+亻=花。,花,https://www.wwyulu.com/read/45163.html
开山造田有所图,提示：“开山造田”理解为“山”字打开，再与“田”组成字“画”。山+田=画。“图”理解为图画，扣“画”，第二次紧扣谜底。,画,https://www.wwyulu.com/read/45161.html
人人主动援西部,提示：谜面中的“主”字变动，调整笔画，再与“人人”“西”组成字“醉”。主+人+人+西=醉。,醉,https://www.wwyulu.com/read/45159.html
四点二十分,提示：“点”理解为“、”；“四点”理解为“、、、、”。“、、、、”与谜面中的“二十”组成字“注”。,注,https://www.wwyulu.com/read/45157.html
江帆半隐留个影,提示：“江帆半隐”理解为“江帆”二字各自隐藏了部分，分别剩下“工凡”。“个影”理解为“个”与影子“个”，即“个个”，“个”与“个”组成字“竹”，“竹”理解为竹字头“⺮”。⺮+工+凡=筑。,筑,https://www.wwyulu.com/read/45155.html
塔前破寺有风声,提示：“塔前”理解为“塔”字的前面部分，为“土”。“破寺”理解为“寺”字打破，拆分为“土寸”。土+寺=封。“风声”理解为谜底与“风”的读音相同，即谜底“封”与“风”同音相扣。,封,https://www.wwyulu.com/read/45153.html
有女结婚,提示：“有女结婚”反过来理解就是“婚”字的“女”没有了，剩下“昏”。婚-女=昏。,昏,https://www.wwyulu.com/read/45151.html
田里有人,提示：谜面中的“田”字里面有了“人”组成字“困”。田+人=困。,困,https://www.wwyulu.com/read/45149.html
不负一生心,提示：“不负”说明不是负号，是正号，正号的形状为“十”。“十”与谜面中的“一”“心”组成字“志”。十+一+心=志。,志,https://www.wwyulu.com/read/45147.html
用心画下来,提示：“用心”理解为“用”字的中心部分，为“二丨”。“画下”理解为“画”字的下面部分，为“击”字没有“二丨”的部分。,击,https://www.wwyulu.com/read/45145.html
日里有一横，猜目可不行,提示：“横”的形状为“一”。“一”与谜面中的“日里”组成字“量”。一+日+里=量。“猜目可不行”排除了谜底为“目”字的可能性。,量,https://www.wwyulu.com/read/45143.html
一字八条腿，中间一张嘴,提示：“八条腿”理解为四个方向，一个方向两条腿。“口”字义为“嘴”，与谜面中的“嘴”相扣。,井,https://www.wwyulu.com/read/45141.html
背后有儿总开心,提示：“背后”理解为“背”字的后面部分，为“月”。“总开心”理解为“总”字开除了“心”，剩下“丷口”。“月”“丷口”与谜面中的“儿”组成字“脱”。,脱,https://www.wwyulu.com/read/45139.html
将来一人扣十分,提示：“十分”等于长度“一寸”，扣“寸”。“将来一人扣十分”理解为“将”字来了“一人”，再扣除“寸”，剩下部分组成字“奖”。将-寸+一+人=奖。,奖,https://www.wwyulu.com/read/45137.html
门内生活，日子不错,提示：“门内生活”理解为“活”字在“门”字的内部，组成字“阔”。门+活=阔。“阔”字义为“富有”，与谜面中的“日子不错”相扣。,阔,https://www.wwyulu.com/read/45135.html
此字只一个，二字边下躲,提示：谜面中的“此”与“二”组成字“些”。此+二=些。,些,https://www.wwyulu.com/read/45133.html
此人来头可不小,提示：“来头”理解为“来”字的头部，为“一”。“一”与谜面中的“人”组成字“大”。一+人=大。“不小”说明大，扣“大”，第二次紧扣谜底。,大,https://www.wwyulu.com/read/45131.html
孔子出游载月归,提示：“孔子出游”理解为“孔”字的“子”出游了，没有了，剩下“乚”。“乚”与谜面中的“月”组成字“甩”。乚+月=甩。,甩,https://www.wwyulu.com/read/45129.html
压变形了,提示：“压变形了”理解为“压”字变形，调整笔画，变成字“庄”。,庄,https://www.wwyulu.com/read/45127.html
二人正好远行,提示：“二人”理解为双人旁“彳”。“彳”与谜面中的“正”组成字“征”。彳+正=征。“征”字义为“走远路”，与谜面中的“远行”相扣。,征,https://www.wwyulu.com/read/45125.html
即位之初，大赦天下,提示：“即位之初”理解为“位”字的初始部分，为“亻”。“大赦天下”理解为“天”字下面部分的“大”赦免了，没有了，剩下“一”。一+亻=千。,千,https://www.wwyulu.com/read/45123.html
用心一听是风声,提示：“用心”理解为“用”字的中心部分，为“二丨”。“二丨”与谜面中的“一”组成字“丰”。“风声”理解为谜底与“风”读音相同，即谜底“丰”与“风”同音相扣。,丰,https://www.wwyulu.com/read/45121.html
一直真心来成全,提示：“直”理解为竖直，形状为“丨”。“真心”理解为“真”字的中心部分，为“三”。“一直真心来成全”反过来理解就是“全”字的“丨”“三”没有了，剩下“人”。,人,https://www.wwyulu.com/read/45119.html
端午节后出生,提示：“端午节后”理解为“端午”二字后面部分节省了，没有了，分别剩下“立丿”，“立”与“丿”组成字“产”。立+丿=产。“出生”理解为产子，生孩子，扣“产”，第二次紧扣谜底。,产,https://www.wwyulu.com/read/45117.html
照着妖头就是一钉耙,提示：“妖头”理解为“妖”字的头部，为“女”。“钉耙”的形状为“而”。而+女=耍。,耍,https://www.wwyulu.com/read/45115.html
鄂赣毗邻处,提示：“鄂赣毗邻处”理解为“鄂赣”二字相邻的部分，即“鄂赣”二字中间部分的“阝章”，“章”与“阝”组成字“障”。章+阝=障。,障,https://www.wwyulu.com/read/45113.html
人人争先促四化,提示：“争先”理解为“争”字的先头部分，为“⺈”。“四化”理解为“四”字拆分笔画，变成“口八”。“口八”“⺈”与谜面中的“人人”组成字“欲”。口八+⺈+人人=欲。,欲,https://www.wwyulu.com/read/45111.html
爱心十分打百分，名列前茅第一名,提示：“爱心”理解为“爱”字的中心部分，为“冖”。“十分”等于长度“一寸”，扣“寸”。“百分”等于人民币“一元”，扣“元”。元+冖+寸=冠。,冠,https://www.wwyulu.com/read/45109.html
