clue,explanation,answer,url
"Spicy food pioneer cooked, keeping very quiet (9)",' spicy food ' is the definition.  ' pioneer cooked keeping very quiet ' is the wordplay. ' cooked ' is an anagram indicator. ' keeping ' means one lot of letters goes inside another. ' very quiet ' becomes ' pp '. ' pioneer ' with letters rearranged gives ' peeroni '. ' peeroni ' enclosing ' pp ' is ' PEPPERONI '.,pepperoni,https://www.crosswordgenius.com/clue/spicy-food-pioneer-cooked-keeping-very-quiet
"Friendliness of retired toff, one in institution (8)",' friendliness ' is the definition. (bonhomie is a kind of friendliness) ' retired toff one in institution ' is the wordplay. ' retired ' is a reversal indicator. ' toff ' becomes ' nob ' (UK slang for a wealthy or upper-class person) . ' one ' becomes ' i ' (Roman numeral) . ' in ' is an insertion indicator. ' institution ' becomes ' home ' (home is a kind of institution**) . ' nob ' written backwards gives ' bon '. ' i ' put inside ' home ' is ' homie '. ' bon '+' homie '=' BONHOMIE ' ' of ' is the link.,bonhomie,https://www.crosswordgenius.com/clue/friendliness-of-retired-toff-one-in-institution
The Speaker’s dogged disquisition? (5),' disquisition? ' is the definition. (thesaurus) ' the speaker's dogged ' is the wordplay. ' the speaker's ' indicates a 'sounds like' (homophone) clue. ' dogged ' becomes ' tracked ' ('track' can be a synonym of 'dog') . ' tracked ' sounds like ' TRACT '.,tract,https://www.crosswordgenius.com/clue/the-speakers-dogged-disquisition
"Starter that’s Spain to a T, somehow (9)",' starter ' is the definition.  ' spain to a t somehow ' is the wordplay. ' somehow ' is an anagram indicator. ' spain '+' to '+' a '+' t '=' spaintoat ' ' spaintoat ' anagrammed gives ' ANTIPASTO '. ' that's ' acts as a link.,antipasto,https://www.crosswordgenius.com/clue/starter-thats-spain-to-a-t-somehow
"Again, transport can be a problem (5)",' a problem ' is the definition. (type of puzzle or problem) ' again transport ' is the wordplay. ' again ' becomes ' re '. ' transport ' becomes ' bus ' (bus is a kind of transport) . ' re '+' bus '=' REBUS ' ' can be ' acts as a link.,rebus,https://www.crosswordgenius.com/clue/again-transport-can-be-a-problem
Disagree with an attitude at work (6),' disagree with ' is the definition. (thesaurus) ' an attitude at work ' is the wordplay. ' an attitude ' becomes ' pose '  . ' at ' is a charade indicator (letters next to each other)  . ' work ' becomes ' op ' (abbreviation for opus) . ' pose ' after ' op ' is ' OPPOSE '.,oppose,https://www.crosswordgenius.com/clue/disagree-with-an-attitude-at-work
Personal appeal — playing harmonicas not on! (8),' personal appeal ' is the definition. ('charisma' can be a synonym of 'personal appeal') ' playing harmonicas not on ' is the wordplay. ' playing ' indicates an anagram. ' not ' suggests deleting specific letters. ' harmonicas ' with ' on ' taken out is ' harmicas '. ' harmicas ' with letters rearranged gives ' CHARISMA '.,charisma,https://www.crosswordgenius.com/clue/personal-appeal-playing-harmonicas-not-on
Tackle hard friends and acquaintances (4),' friends and acquaintances ' is the definition.  ' tackle hard ' is the wordplay. ' tackle ' becomes ' kit ' (both can mean gear or equipment) . ' hard ' becomes ' h '. ' kit '+' h '=' KITH ',kith,https://www.crosswordgenius.com/clue/tackle-hard-friends-and-acquaintances
Senior party on the money in Tokyo (5),' senior ' is the definition.  ' party on the money in tokyo ' is the wordplay. ' party ' becomes ' do ' (do is a kind of party) . ' on ' is a charade indicator (letters next to each other). ' the money in tokyo ' becomes ' yen '  . ' do '+' yen '=' DOYEN ',doyen,https://www.crosswordgenius.com/clue/senior-party-on-the-money-in-tokyo
Particular time in novel ideal (6),' particular ' is the definition. ('detail' can be a synonym of 'particular') ' time in novel ideal ' is the wordplay. ' time ' becomes ' t '. ' in ' indicates putting letters inside. ' novel ' indicates anagramming the letters. ' ideal ' is an anagram of ' deail '. ' t ' inserted inside ' deail ' is ' DETAIL '.,detail,https://www.crosswordgenius.com/clue/particular-time-in-novel-ideal
Defender put on boot for illicit payment,' illicit payment ' is the definition.  ' defender put on boot ' is the wordplay. ' defender ' becomes ' back '  . ' put on ' is a charade indicator (letters next to each other). ' boot ' becomes ' kick ' ('kick' can be a synonym of 'boot'**) . ' back ' put after ' kick ' is ' KICKBACK '. ' for ' is the link.,kickback,https://www.crosswordgenius.com/clue/defender-put-on-boot-for-illicit-payment
Cloak catching on for gangster (6),' gangster ' is the definition. (Al Capone) ' cloak catching on ' is the wordplay. ' cloak ' becomes ' cape ' (cape is a kind of cloak) . ' catching ' means one lot of letters goes inside another. ' cape ' enclosing ' on ' is ' CAPONE '. ' for ' acts as a link.,capone,https://www.crosswordgenius.com/clue/cloak-catching-on-for-gangster
Available officer ultimately in charge (4),' available ' is the definition. ('free' can be similar in meaning to 'available') ' officer ultimately in charge ' is the wordplay. ' ultimately ' says to take the final letters. ' in ' means one lot of letters goes inside another. ' charge ' becomes ' fee ' (fee is a kind of charge**) . The last letter of ' office r ' is ' r '. ' r ' going into ' fee ' is ' FREE '.,free,https://www.crosswordgenius.com/clue/available-officer-ultimately-in-charge
"Spirited and fit? Yes, possibly (6)",' spirited ' is the definition. ('feisty' can be similar in meaning to 'spirited') ' fit? yes possibly ' is the wordplay. ' possibly ' indicates an anagram. ' fit '+' yes '=' fityes ' ' fityes ' with letters rearranged gives ' FEISTY '. ' and ' is the link.,feisty,https://www.crosswordgenius.com/clue/spirited-and-fit-yes-possibly
The man's in a joint that's sticky (8),' sticky ' is the definition. ('adhesive' can be similar in meaning to 'sticky') ' the man's in a joint ' is the wordplay. ' the man's ' becomes ' hes ' (he's) . ' in ' is an insertion indicator. ' joint ' becomes ' dive '  . ' a '+' dive '=' adive ' ' hes ' inserted into ' adive ' is ' ADHESIVE '. ' that's ' is the link.,adhesive,https://www.crosswordgenius.com/clue/the-mans-in-a-joint-thats-sticky
Cosmetic for small mark under cheek (8),' cosmetic ' is the definition. (lipstick is a kind of cosmetic) ' small mark under cheek ' is the wordplay. ' small ' becomes ' s ' (abbreviation - e.g. clothes size) . ' mark ' becomes ' tick '  . ' under ' says to put letters next to each other. ' cheek ' becomes ' lip ' (lip is a kind of cheek) . ' s '+' tick '=' stick ' ' stick ' after ' lip ' is ' LIPSTICK '. ' for ' is the link.,lipstick,https://www.crosswordgenius.com/clue/cosmetic-for-small-mark-under-cheek
Spot on about caricatures? No sir! (8),' spot on ' is the definition.  ' about caricatures? no sir ' is the wordplay. ' about ' is an anagram indicator. ' no ' suggests deleting specific letters. ' caricatures ' with ' sir ' removed is ' cacature '. ' cacature ' is an anagram of ' ACCURATE '.,accurate,https://www.crosswordgenius.com/clue/spot-on-about-caricatures-no-sir
Mercy from Lenin admitting end of regime on country borders (8),' mercy ' is the definition. (leniency is a kind of mercy) ' from lenin admitting end of regime on country borders ' is the wordplay. ' from ' is an anagram indicator (from the letters) . ' admitting ' indicates putting letters inside. ' end of ' says to take the final letters. ' on ' means one lot of letters go next to another. ' borders ' suggests removing the centre (only the edge or border letters remain) . ' c ountr y ' with its centre removed is ' cy '. The last letter of ' regim e ' is ' e '. ' lenin ' anagrammed gives ' lnien '. ' lnien ' placed around ' e ' is ' lenien '. ' lenien '+' cy '=' LENIENCY ',leniency,https://www.crosswordgenius.com/clue/mercy-from-lenin-admitting-end-of-regime-on-country-borders
"Unusual, externally coy, cheap and nasty (6)",' cheap and nasty ' is the definition.  ' unusual externally coy ' is the wordplay. ' unusual ' becomes ' odd ' ('odd' can be similar in meaning to 'unusual') . ' externally ' means one lot of letters goes inside another. ' coy ' becomes ' shy '  . ' odd ' going within ' shy ' is ' SHODDY '.,shoddy,https://www.crosswordgenius.com/clue/unusual-externally-coy-cheap-and-nasty
"Scarf suggestion for competitive event (4,4)",' competitive event ' is the definition. ' boat race ' can be an answer for ' event ' (boat race is a kind of event) . I'm not certain of the ' competitive ' bit. ' scarf suggestion ' is the wordplay. ' scarf ' becomes ' boa ' (boa is a kind of scarf) . ' suggestion ' becomes ' trace ' ('trace' can be a synonym of 'suggestion') . ' boa '+' trace '=' BOAT-RACE ' ' for ' is the link.,boat race,https://www.crosswordgenius.com/clue/scarf-suggestion-for-competitive-event
Extremely silly Mozart's first fake composition (8),' composition ' is the definition.  ' extremely silly mozart's first fake ' is the wordplay. ' extremely ' says to hollow out the word (remove centre letters). ' first ' indicates taking the first letters. ' fake ' becomes ' phony ' ('phony' can be a synonym of 'fake'**) . ' s ill y ' with its middle removed is ' sy '. The initial letter of ' m ozarts ' is ' m '. ' sy '+' m '+' phony '=' SYMPHONY ',symphony,https://www.crosswordgenius.com/clue/extremely-silly-mozarts-first-fake-composition
"Yankee into nearest lost decade (3,5)","' decade ' is the definition.  ' yankee into nearest lost ' is the wordplay. ' yankee ' becomes ' y ' (phonetic alphabet: alpha,  bravo, charlie etc.) . ' into ' indicates putting letters inside. ' lost ' is an anagram indicator. ' nearest ' with letters rearranged gives ' tenears '. ' y ' put into ' tenears ' is ' TEN YEARS '.",ten years,https://www.crosswordgenius.com/clue/yankee-into-nearest-lost-decade
Not expected to be thrown back in abandoned dustbin (6),"' not expected ' is the definition. The answer and definition are not the same part of speech. However, past participle verbs and adjectives can occasionally define each other. ' thrown back in abandoned dustbin ' is the wordplay. ' thrown back ' is a reversal indicator. ' in ' indicates the answer is hidden within the clue. ' neddus ' is hidden in the letters of ' abando ned dus tbin '. ' neddus ' reversed gives ' SUDDEN '. ' to be ' is the link.",sudden,https://www.crosswordgenius.com/clue/not-expected-to-be-thrown-back-in-abandoned-dustbin
Fellow involved in robbery is a pleasure-seeker (8),' pleasure-seeker ' is the definition. (thesaurus) ' fellow involved in robbery ' is the wordplay. ' fellow ' becomes ' don '  . ' involved in ' indicates putting letters inside. ' robbery ' becomes ' heist ' (heist is a kind of robbery) . ' don ' inserted inside ' heist ' is ' HEDONIST '. ' is a ' is the link.,hedonist,https://www.crosswordgenius.com/clue/fellow-involved-in-robbery-is-a-pleasureseeker
Write illegibly as a result of s-stroke (6),' write illegibly ' is the definition.  ' s-stroke ' is the wordplay. ' stroke ' becomes ' crawl ' (crawl is a kind of stroke) . ' s '+' crawl '=' SCRAWL ' ' as a result of ' is the link.,scrawl,https://www.crosswordgenius.com/clue/write-illegibly-as-a-result-of-sstroke
Figure to enjoy the thing (5),' figure ' is the definition. (numerical figure) ' enjoy the thing ' is the wordplay. ' enjoy ' becomes ' dig ' (to dig can mean to appreciate or 'get') . ' the thing ' becomes ' it '. ' dig '+' it '=' DIGIT ' ' to ' is the link.,digit,https://www.crosswordgenius.com/clue/figure-to-enjoy-the-thing
Initially dirty water channel? (5),' channel? ' is the definition. (drain is a kind of channel) ' initially dirty water ' is the wordplay. ' initially ' says to take the initial letters. ' water ' becomes ' rain ' (rain is a kind of water) . The first letter of ' d irty ' is ' d '. ' d '+' rain '=' DRAIN ',drain,https://www.crosswordgenius.com/clue/initially-dirty-water-channel
Bar set up in Benidorm (3),' bar ' is the definition.  ' set up in benidorm ' is the wordplay. ' set up ' says the letters should be written backwards. ' in ' indicates the answer is hidden within the clue. ' dor ' is hidden within ' beni dor m '. ' dor ' written backwards gives ' ROD '.,rod,https://www.crosswordgenius.com/clue/bar-set-up-in-benidorm
A posh girl takes it in charge (5),' charge ' is the definition. (debit is a kind of charge) ' a posh girl takes it ' is the wordplay. ' a posh girl ' becomes ' deb ' (short for debutante) . ' takes ' means one lot of letters go next to another. ' deb '+' it '=' DEBIT ' ' in ' is the link.,debit,https://www.crosswordgenius.com/clue/a-posh-girl-takes-it-in-charge
"Said to be about only half teetotal, but sober (5)",' sober ' is the definition. (synonyms) ' said to be about only half teetotal ' is the wordplay. ' to be about ' means one lot of letters goes inside another. ' only half ' suggests halving the letters. ' teetotal ' becomes ' tt ' (abbreviation) . ' t t ' halved is ' t '. ' said ' placed around ' t ' is ' STAID '. ' but ' is the link.,staid,https://www.crosswordgenius.com/clue/said-to-be-about-only-half-teetotal-but-sober
You'd be wrong to be encouraged by this (6),' be encouraged by this ' is the definition. The definition suggests a singular noun but the answer is not. ' you'd be wrong ' is the wordplay. ' wrong ' indicates anagramming the letters. ' youd '+' be '=' youdbe ' ' youdbe ' with letters rearranged gives ' BUOYED '. ' to ' acts as a link.,buoyed,https://www.crosswordgenius.com/clue/youd-be-wrong-to-be-encouraged-by-this
Chuck a drunk out of the house (5),' chuck ' is the definition. (thesaurus) ' a drunk out of the house ' is the wordplay. ' a drunk ' becomes ' sot ' (both can mean someone who drinks too much) . ' out of ' is an insertion indicator (some letters on the outside of others) . ' the house ' becomes ' ho ' (abbreviation for house) . ' sot ' enclosing ' ho ' is ' SHOOT '.,shoot,https://www.crosswordgenius.com/clue/chuck-a-drunk-out-of-the-house
Spice found on summits of unusual mountains all in South Carolina (5),' spice ' is the definition.  ' on summits of unusual mountains all in south carolina ' is the wordplay. ' on ' is an insertion indicator (as in clothing \'on\' a person) . ' summits of ' suggests taking the first letters  . ' mountains all ' becomes ' ma '  . ' in ' is an insertion indicator. ' south carolina ' becomes ' sc '. The initial letter of ' u nusual ' is ' u '. ' ma ' placed into ' sc ' is ' smac '. ' u ' going inside ' smac ' is ' SUMAC '. ' found ' is the link.,sumac,https://www.crosswordgenius.com/clue/spice-found-on-summits-of-unusual-mountains-all-in-south-carolina
Fruity type of Cava drunk entertaining Oscar at party (7),"' fruity type ' is the definition.  ' cava drunk entertaining oscar at party ' is the wordplay. ' drunk ' indicates anagramming the letters. ' entertaining ' means one lot of letters goes inside another. ' oscar ' becomes ' o ' (phonetic alphabet: alpha,  bravo, charlie etc.) . ' at ' is a charade indicator (letters next to each other). ' party ' becomes ' do ' (do is a kind of party) . ' cava ' with letters rearranged gives ' avca '. ' avca ' enclosing ' o ' is ' avoca '. ' avoca '+' do '=' AVOCADO ' ' of ' is the link.",avocado,https://www.crosswordgenius.com/clue/fruity-type-of-cava-drunk-entertaining-oscar-at-party
Flower bed primarily in Genoa running wild around unit (7),' flower ' is the definition. (begonia is a kind of flower) ' bed primarily in genoa running wild around unit ' is the wordplay. ' primarily ' suggests taking the first letters. ' in ' is an insertion indicator. ' running wild ' is an anagram indicator. ' around ' indicates putting letters inside. ' unit ' becomes ' i ' ('I' can be a synonym of 'unit'**) . The initial letter of ' b ed ' is ' b '. ' genoa ' is an anagram of ' egona '. ' b ' placed within ' egona ' is ' begona '. ' begona ' placed around ' i ' is ' BEGONIA '.,begonia,https://www.crosswordgenius.com/clue/flower-bed-primarily-in-genoa-running-wild-around-unit
Carry out injured fencer to be given oxygen (7),' carry out ' is the definition. (thesaurus) ' injured fencer to be given oxygen ' is the wordplay. ' injured ' is an anagram indicator. ' to be given ' indicates putting letters inside. ' oxygen ' becomes ' o ' (atomic symbol for oxygen) . ' fencer ' anagrammed gives ' enfrce '. ' enfrce ' enclosing ' o ' is ' ENFORCE '.,enforce,https://www.crosswordgenius.com/clue/carry-out-injured-fencer-to-be-given-oxygen
Vacant seat unknown by fabulous river (4),' fabulous river ' is the definition. ' styx ' can be an answer for ' river ' (mythical river) . I'm not certain of the ' fabulous ' bit. ' vacant seat unknown by ' is the wordplay. ' vacant ' suggests removing the centre. ' unknown ' becomes ' y ' (algebra) . ' by ' becomes ' x ' (multiplication sign**) . ' s ea t ' with its centre removed is ' st '. ' st '+' y '+' x '=' STYX ',styx,https://www.crosswordgenius.com/clue/vacant-seat-unknown-by-fabulous-river
Poster and sign broadcast entrance where fish sold (12),' where fish sold ' is the definition. (Billingsgate Fish Market in London) ' poster and sign broadcast entrance ' is the wordplay. ' poster ' becomes ' bill ' ('bill' can be a synonym of 'poster'**) . ' and ' means one lot of letters go next to another. ' broadcast ' indicates anagramming the letters. ' entrance ' becomes ' gate '  . ' sign ' with letters rearranged gives ' ings '. ' bill '+' ings '+' gate '=' BILLINGSGATE ',billingsgate,https://www.crosswordgenius.com/clue/poster-and-sign-broadcast-entrance-where-fish-sold
Half of people near British cities cast vote (10),' vote ' is the definition. (plebiscite is a kind of vote) ' half of people near british cities cast ' is the wordplay. ' half of ' indicates taking half. ' near ' says to put letters next to each other. ' british ' becomes ' b ' (abbreviation e.g. in 'BBC') . ' cast ' indicates an anagram. ' peo ple ' halved is ' ple '. ' cities ' is an anagram of ' iscite '. ' ple '+' b '+' iscite '=' PLEBISCITE ',plebiscite,https://www.crosswordgenius.com/clue/half-of-people-near-british-cities-cast-vote
"Difficult area within South American river's mouth part (4,6)",' mouth part ' is the definition. ('hard palate' is part of 'mouth') ' difficult area within south american river's ' is the wordplay. ' difficult ' becomes ' hard ' ('hard' can be a synonym of 'difficult') . ' area ' becomes ' a ' (maths abbreviation) . ' within ' indicates putting letters inside. ' south american river ' becomes ' plate '  . ' a ' inserted within ' plate ' is ' palate '. ' hard '+' palate '=' HARD PALATE ',hard palate,https://www.crosswordgenius.com/clue/difficult-area-within-south-american-rivers-mouth-part
Dog's in river for a period (6),' a period ' is the definition. (decade is a kind of period) ' dog's in river ' is the wordplay. ' dog ' becomes ' cad ' ('cad' can be a synonym of 'dog'**) . ' in ' is an insertion indicator. ' river ' becomes ' dee ' (River Dee) . ' cad ' going into ' dee ' is ' DECADE '. ' for ' is the link.,decade,https://www.crosswordgenius.com/clue/dogs-in-river-for-a-period
Bird's limb digs every so often (4),' bird's ' is the definition. (ibis is a kind of bird) ' limb digs every so often ' is the wordplay. ' every so often ' indicates alternate letters. ' limb '+' digs '=' limbdigs ' The alternate letters of ' l i m b d i g s ' are ' IBIS '.,ibis,https://www.crosswordgenius.com/clue/birds-limb-digs-every-so-often
"Blackmails using rearranged letters, or texts (7)",' blackmails ' is the definition. ' using rearranged letters or texts ' is the wordplay. ' using rearranged letters ' indicates anagramming the letters. ' or '+' texts '=' ortexts ' ' ortexts ' with letters rearranged gives ' EXTORTS '.,extorts,https://www.crosswordgenius.com/clue/blackmails-using-rearranged-letters-or-texts
Is charge to follow concerning second publication? (7),' second publication? ' is the definition. ' is charge to follow concerning ' is the wordplay. ' charge ' becomes ' sue '  . ' to follow ' means one lot of letters go next to another. ' concerning ' becomes ' re '. ' is '+' sue '=' issue ' ' issue ' after ' re ' is ' REISSUE '.,reissue,https://www.crosswordgenius.com/clue/is-charge-to-follow-concerning-second-publication
"Occasionally viewed in car, local tribal country (7)",' country ' is the definition. (Croatia is an example) ' occasionally viewed in car local tribal ' is the wordplay. ' occasionally viewed in ' means one should take alternating letters (letters selected at regular intervals) . ' car '+' local '+' tribal '=' carlocaltribal ' The alternate letters of ' c a r l o c a l t r i b a l ' are ' CROATIA '.,croatia,https://www.crosswordgenius.com/clue/occasionally-viewed-in-car-local-tribal-country
Brilliance in golf shown by little swine! (7),"' brilliance ' is the definition. (thesaurus) ' golf shown by little swine ' is the wordplay. ' golf ' becomes ' g ' (phonetic alphabet: alpha,  bravo, charlie etc.) . ' shown by ' means one lot of letters go next to another. ' little swine ' becomes ' litter ' (litter could refer to a litter of piglets) . ' g '+' litter '=' GLITTER ' ' in ' acts as a link.",glitter,https://www.crosswordgenius.com/clue/brilliance-in-golf-shown-by-little-swine
Best to be tight-lipped after pot I smashed (7),' best ' is the definition. ('optimum' can be similar in meaning to 'best') ' tight-lipped after pot i smashed ' is the wordplay. ' tight-lipped ' becomes ' mum '  . ' after ' says to put letters next to each other. ' smashed ' indicates an anagram. ' pot '+' i '=' poti ' ' poti ' with letters rearranged gives ' opti '. ' mum ' after ' opti ' is ' OPTIMUM '. ' to be ' is the link.,optimum,https://www.crosswordgenius.com/clue/best-to-be-tightlipped-after-pot-i-smashed
Liquor reportedly which person's taken to church (5),' liquor ' is the definition. (thesaurus) ' reportedly which person's taken to church ' is the wordplay. ' reportedly ' shows a homophone (sound like). ' which person ' becomes ' who '  . ' taken to ' says to put letters next to each other. ' church ' becomes ' ch ' (common abbreviation) . ' who ' sounds like ' hoo '. ' hoo '+' ch '=' HOOCH ',hooch,https://www.crosswordgenius.com/clue/liquor-reportedly-which-persons-taken-to-church
Help Max Ernst to hold up illustration (7),' illustration ' is the definition. ('example' can be a synonym of 'illustration') ' help max ernst to hold up ' is the wordplay. ' to hold ' indicates the answer is hidden within the clue  . ' up ' says the letters should be written in reverse (in down clue: letters go upwards) . ' elpmaxe ' can be found hidden inside ' h elp max e rnst '. ' elpmaxe ' reversed gives ' EXAMPLE '.,example,https://www.crosswordgenius.com/clue/help-max-ernst-to-hold-up-illustration
"Black on top, not soft, dessert shows potential (7)",' shows potential ' is the definition. ' black on top not soft dessert ' is the wordplay. ' black ' becomes ' b ' (as in pencil classifications) . ' on top ' is a charade indicator (letters next to each other). ' not ' indicates named letters should be taken away. ' soft ' becomes ' p ' (musical abbreviation for 'piano') . ' dessert ' becomes ' pudding ' (pudding is a kind of dessert) . ' pudding ' with ' p ' removed is ' udding '. ' b '+' udding '=' BUDDING ',budding,https://www.crosswordgenius.com/clue/black-on-top-not-soft-dessert-shows-potential
"Worker that's painting, say, in enthralling South America (7)",' worker ' is the definition. (artisan is a kind of worker) ' painting say in enthralling south america ' is the wordplay. ' painting say ' becomes ' art ' (painting is a kind of art) . ' enthralling ' is an insertion indicator. ' south ' becomes ' s ' ('S' can be a synonym of 'south') . ' america ' becomes ' a ' (common abbreviation - e.g. in organisation names) . ' s '+' a '=' sa ' ' in ' placed around ' sa ' is ' isan '. ' art '+' isan '=' ARTISAN ' ' that's ' is the link.,artisan,https://www.crosswordgenius.com/clue/worker-thats-painting-say-in-enthralling-south-america
Smart Alec from Spain picked up one's tense (7),' smart alec ' is the definition. ' spain picked up one's tense ' is the wordplay. ' spain ' becomes ' e ' (abbreviation for Espana) . ' picked up ' becomes ' got '. ' one's ' becomes ' is ' (Roman numeral) . ' tense ' becomes ' t ' (abbreviation used in many dictionaries) . ' e '+' got '+' is '+' t '=' EGOTIST ' ' from ' is the link.,egotist,https://www.crosswordgenius.com/clue/smart-alec-from-spain-picked-up-ones-tense
Deck's wet -- I crumpled -- most shameful (9),' most shameful ' is the definition. ' deck's wet i crumpled ' is the wordplay. ' crumpled ' indicates an anagram. ' decks '+' wet '+' i '=' decksweti ' ' decksweti ' anagrammed gives ' WICKEDEST '.,wickedest,https://www.crosswordgenius.com/clue/decks-wet-i-crumpled-most-shameful
"Funny-looking African native, one that's good and strong, tracking duck (7)",' funny-looking african native ' is the definition. ' one that's good and strong tracking duck ' is the wordplay. ' one that's good ' becomes ' st ' (saint) . ' and ' is a charade indicator (letters next to each other). ' strong ' becomes ' rich '. ' tracking ' says to put letters next to each other (track can mean to follow or go after) . ' duck ' becomes ' o '. ' st '+' rich ' is ' strich '. ' strich ' put after ' o ' is ' OSTRICH '.,ostrich,https://www.crosswordgenius.com/clue/funnylooking-african-native-one-thats-good-and-strong-tracking-duck
Gosh! US soldier is royal companion? (5),' royal companion? ' is the definition. (breed of dog associated with the Queen) ' gosh us soldier ' is the wordplay. ' gosh ' becomes ' cor '  . ' us soldier ' becomes ' gi '  . ' cor '+' gi '=' CORGI ' ' is ' acts as a link.,corgi,https://www.crosswordgenius.com/clue/gosh-us-soldier-is-royal-companion
High-flier's dog with no lead (5),' high-flier's ' is the definition.  ' dog with no lead ' is the wordplay. ' dog ' becomes ' beagle ' (beagle is a kind of dog) . ' with no lead ' means to remove the first letter. ' b eagle ' with its initial letter taken off is ' EAGLE '.,eagle,https://www.crosswordgenius.com/clue/highfliers-dog-with-no-lead
"Yours truly's on the phone, not going anywhere (8)",' not going anywhere ' is the definition.  ' yours truly's on the phone ' is the wordplay. ' yours truly's ' becomes ' im ' (I'm) . ' on ' says to put letters next to each other. ' the phone ' becomes ' mobile '  . ' im '+' mobile '=' IMMOBILE ',immobile,https://www.crosswordgenius.com/clue/yours-trulys-on-the-phone-not-going-anywhere
Someone who may act weird and not even dance (7),' someone who may act weird ' is the definition. ' not even dance ' is the wordplay. ' not even ' becomes ' odd ' ('odd' is the opposite to 'even') . ' dance ' becomes ' ball ' (ball is a kind of dance) . ' odd '+' ball '=' ODDBALL ' ' and ' acts as a link.,oddball,https://www.crosswordgenius.com/clue/someone-who-may-act-weird-and-not-even-dance
Unfashionable group from the word go (6),' the word go ' is the definition. ('from the word go' means from the beginning) ' unfashionable group ' is the wordplay. ' unfashionable ' becomes ' out ' ('out' can be a synonym of 'unfashionable') . ' group ' becomes ' set ' (set is a kind of group**) . ' out '+' set '=' OUTSET ' ' from ' acts as a link.,outset,https://www.crosswordgenius.com/clue/unfashionable-group-from-the-word-go
"Tiny boy turning up, looking embarrassed, wearing a special hat (6)",' wearing a special hat ' is the definition. (a mitre is a bishop's hat) ' tiny boy turning up looking embarrassed ' is the wordplay. ' tiny boy ' becomes ' tim ' (A Christmas Carol character Tiny Tim) . ' turning up ' says the letters should be written backwards. ' looking embarrassed ' becomes ' red '  . ' tim ' in reverse letter order is ' mit '. ' mit '+' red '=' MITRED ',mitred,https://www.crosswordgenius.com/clue/tiny-boy-turning-up-looking-embarrassed-wearing-a-special-hat
Travelled in vehicle and rushed into lad on bike maybe (7),' travelled in vehicle ' is the definition. ' rushed into lad on bike maybe ' is the wordplay. ' rushed ' becomes ' tore ' (to tear around is to rush or run fast) . ' into ' indicates putting letters inside. ' lad on bike maybe ' becomes ' mod ' (mods were a 1960s subculture) . ' tore ' put into ' mod ' is ' MOTORED '. ' and ' is the link.,motored,https://www.crosswordgenius.com/clue/travelled-in-vehicle-and-rushed-into-lad-on-bike-maybe
Putting into the ground the grain to sprout (8),' putting into the ground ' is the definition. ' the grain to sprout ' is the wordplay. ' to sprout ' indicates an anagram (to sprout can mean to develop and change) . ' the '+' grain '=' thegrain ' ' thegrain ' anagrammed gives ' EARTHING '.,earthing,https://www.crosswordgenius.com/clue/putting-into-the-ground-the-grain-to-sprout
Sugar cost changing in brewing of ale (7),' sugar ' is the definition. (lactose is a kind of sugar) ' cost changing in brewing of ale ' is the wordplay. ' changing ' indicates an anagram. ' in ' is an insertion indicator. ' brewing of ' indicates anagramming the letters  . ' cost ' anagrammed gives ' ctos '. ' ale ' anagrammed gives ' lae '. ' ctos ' going into ' lae ' is ' LACTOSE '.,lactose,https://www.crosswordgenius.com/clue/sugar-cost-changing-in-brewing-of-ale
Storage space allows length of cloth to fit in vehicle (6),' storage space ' is the definition. (cellar is a kind of storage space) ' length of cloth to fit in vehicle ' is the wordplay. ' length of cloth ' becomes ' ell ' (historical fabric measurement) . ' to fit in ' is an insertion indicator. ' vehicle ' becomes ' car ' (car is a kind of vehicle) . ' ell ' put within ' car ' is ' CELLAR '. ' allows ' acts as a link.,cellar,https://www.crosswordgenius.com/clue/storage-space-allows-length-of-cloth-to-fit-in-vehicle
"Silly frolic -- we'd created a false impression (5,4)",' created a false impression ' is the definition. (as in the boy who cried wolf) ' silly frolic we'd ' is the wordplay. ' silly ' indicates an anagram. ' frolic '+' wed '=' frolicwed ' ' frolicwed ' with letters rearranged gives ' CRIED WOLF '.,cried wolf,https://www.crosswordgenius.com/clue/silly-frolic-wed-created-a-false-impression
I had trouble ultimately in inadequate form of illumination (9),' form of illumination ' is the definition. ' i had trouble ultimately in inadequate ' is the wordplay. ' i had ' becomes ' id ' (I'd) . ' ultimately ' indicates one should take the final letters. ' in ' means one lot of letters goes inside another. ' inadequate ' becomes ' slight '. The last letter of ' troubl e ' is ' e '. ' id '+' e '=' ide ' ' ide ' placed into ' slight ' is ' SIDELIGHT '.,sidelight,https://www.crosswordgenius.com/clue/i-had-trouble-ultimately-in-inadequate-form-of-illumination
Ostentation of spinster seen out in new guise (15),' ostentation ' is the definition. ('pretentiousness' can be a synonym of 'ostentation') ' spinster seen out in new guise ' is the wordplay. ' in new guise ' indicates anagramming the letters (the same letters in a new form) . ' spinster '+' seen '+' out '=' spinsterseenout ' ' spinsterseenout ' with letters rearranged gives ' PRETENTIOUSNESS '. ' of ' acts as a link.,pretentiousness,https://www.crosswordgenius.com/clue/ostentation-of-spinster-seen-out-in-new-guise
