input,answer,variation
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 는가가다성성정구가경정하성송매뢰지들는백징한백장하는미내성활장뢰재브매손랜성성뢰디는선사성했이들회랜강하들들신뢰신들색간시정가백구백는정석신이뢰는드대드동포간이정시건문가른주이랜는이들이생리대자여장하리빠했브가우특상이신나을건성성에랜브드거방을가축는신들가성반다번보회큰자문모이경백성하북경하간경뢰백경드가경브신성등다신화에경정
seq2: 문색성가다신브회에건신드지들회가하이이드신경주들신가손성는강랜빠가했브포이모백이가정북대가경브송백재자성뢰상하브정석랜뢰화성경우문는들활자정한이성성시들는에하장신들가선성다내는른동미매번정하시나하백징경랜정성드여디간는가백들경뢰는가뢰반성하거방백정리건등뢰성생보는이경다매을는대했성특경간이뢰축랜드구큰신장구간리들을장사신성백이",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 백들성화뢰정큰성정회대보문는경미뢰랜사하성랜성뢰장이건가우드하등선백백이디손하간들구상반구신시리색건포송경석가축에장드가가을는정빠강는들성드시는을이자하뢰정들한모에브내동생번는다경재경랜신들신대장이정는가정회들자특른성이성매뢰했백가매가성신방들신징나드간신는성가브경간주뢰성지랜다성신리브이여하성이는거경다브활하북문백이가경했백
seq2: 랜는들성지우뢰간장들대에색이문성내는하가선상재매정문매가랜들드경이백백축구드시미성건백에손리송했을거회백징신장이북가백성는는신정시경이가하가큰성특나정성동가신이뢰다정포석랜성자브간성가화브대건등가강디했자하성들랜을신하한이리이뢰보신모뢰는경하신하브이사정경들성드성생방간는브백장경성경활번구는른뢰경주들다신가반여정는뢰빠들회리드다",리,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 간뢰성시반백건는지다미가북간드장가에성브른뢰색석드생했거내백브회들시경성재이매는이성대는뢰하뢰가디신특정장장랜회문간는성다신성주백랜정신등백백뢰이신경구가했신활우가매는손백경정이하들번하들하대성는리경드리드정동건이징한을신에랜가성화다방들들뢰빠성는상구보들사랜브정큰송들문경가정하포나브가선이신경이축자성자모강하가는여경성성이을
seq2: 다정다하신을간드신북에방정화가신간들가는자이들빠성대나을가문신지른는이정가특이징는내백성는드다드석백랜재백구경뢰송포는들장랜리문신경백들경강가브성는여랜성미이동이경보회경이성경가큰신손사하뢰건뢰리간이성하색드가성시등정생하브회브뢰신선구상성들이성모하매경우뢰장매가성정한했성건정장대성들랜축자는했반하거백번는브뢰에활주시백가들",디,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 는이특가정성브성회다큰뢰가대가장들는는다성성신랜백성뢰건간드경드정드재이자사신주화드이북가른경이빠을신거이뢰매축랜미에가여한하번랜브매정백성신뢰모디리정내에포신브지선등석경는장생장했가성정백경색리가들대들하을들는성는징성뢰뢰다경성백상보백가하들신했들동브정간구경회간신가강이방는반하성문하활송자백구는하시들이이성나문우손시건랜경
seq2: 회신장을간모보신선드는구는색생리했번백가리경경뢰한정경는들하이정브뢰재드성성가신가정는동자드성대경랜들건경이성에다들대성정강했신지포하백들랜송장브기을미브다는간이가브시드주등이뢰방구하매신백가에회자이는북디성들가석이우하시축장성반이신는경뢰백랜가성신빠간활른경화성문건하문들큰성매상징하나여는가뢰다사뢰이성랜백백성정들특거내손정",가,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 부도원방를터필했다평습전우지주월지이사는소우하미하주한하집주로것산방신사도를미제모다제들여설매검주형택한시증집고리입스물공따추방을설우소진동뷰을단리이다고에터은방가정발참정호을리편체고판했일에트주할럼건로개가공다입말다우첩구니안은평색택택요개일세진전평양택혜하있진원의한정배델새원갖집매공동나품면을구가방식가는않포구형정주에가월대
seq2: 가우원편을는이택물주혜을부참방매럼평로전소에대를색터발단시다말우것고스월진소뷰검을공추일동원하리월갖신우사가공택택개설하정평방체다을있구건한개에구세첩미주이정방우증다들다에매집정따방가가미집주다했형안일한필진은정진식했트고주원전요판를여새델가집는포니산은의지하지입한고하제구터호않리품택형도로할주방동나평면도공입주양습사배리제모설",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 정는을월구증구평럼한는요체리방월대다를하한집부일뷰로공터다리의안포개가주형고동있것택일하발진리전가판우편산지사우주했호말전방가가입나혜입원참방들색가갖매않우진따했을원주추은단주습을정하품집세물주설정을니시델에고면소매건로새주이사공다방택한스원에개지정미도검다할방우필진식신에제평구택평공트소설첩하형다모은미양동제를이택도여배터집고
seq2: 공않제다가식원요제트주로의리배집지설했방입우고에택했추참고주다리입고소산우방다동사하동택다원방하진가들혜원스로구필공대구을건체주터주매니한를진양설평정것부을새호택따방할월진하은월첩매있시지다공택집은갖말사주일발우델이증평주정품검물이포정전개럼한단면집을일판에하여터에는가을한안정리구개가거방소도도는를세미신형형나가전색편평미습뷰모우",거,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 정습우평하주검지매에고모식은사평터입을형있우한주구원호형따집나방물설월는여니이미제하색방택평하면주혜일다첩터도안주원방택집로매개한도리을은대필품우세럼다구신새진공부구산사트진했할정가소가을동양에이뷰배공월로단입방증리했전요가건주한발를갖스판진개정델설소가우다리것편동를포을지추참고공는고다의시택집주방택제전말다원하않미정일에들가체
seq2: 은따말시전사건진지공신스했공이을정소주원나평필가다양미다요진갖미리택배설에증산새럼방한를다정사구설혜한방는택있고하제로품방호전입입일월집여체면가일터소택고집진포을하고편도의에대우모우를집을주델동공을매가다에판발다우참개방월색매추터개주은하트제도가첩평가리물정할정리세지안주하주습구동원형한로단구식방부이는뷰했들형원평우검않주것택",니,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 도정도다혜이집고방가편평진시우추들모증리고주소형평로했발호에안는월입구형를새설건주정따일델소우리방구진미일평집지우리가에매다매산하할는설동요필공습한말사주사하우고구품판월에세식신트여의배단정공면을방것검택를원주주로을터지개을체있했색진전니택제가갖한이스참원집하은다개않포가양원정럼하부뷰을은한다대다택전터동입나방첩택미주공물제방가
seq2: 따사안색가호전양주로산정월형할하이매한제했요평택집리원의참택우뷰방공도하포주매방고를것월하들배트편구진가평주로정정리사럼세판구검시단개발정가진입전한우소건주가진방원입가필미를택품공스터소에모신을은혜는했이하을을집있터주구원제여택집동식다일나새에부다델형추우갖다대체면우고습주다일공설물도리할방은동증말고한개방설않다첩에니지을지평미",는,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 진어하뜨금봉함의있자는화내다금친들는중는오내상구가이게보봉의를용등다분의기보인리정으가전샤는모끊께주장고아는오채샤를나전다진놓현을전있고겁내작성고아화않와이창에하사바즐다며서친구어오름내고레자일지지두일플정운두자오이거한지설가방전월않교가이일다사달은이은받이쟁쓸시수기끊고많지은을있화은잇의를에보다면간이누을답을랑둑는행지신있고재하
seq2: 간놓이는지구끊이수는자는기다행이에하을중시은즐자다아가기는신구는이다에하있운많방잇금어나이달쟁모채을자샤화께게작고등지고의바의진플가상서가금고오거내봉끊가은주재친두두있내어하지둑이않리사름이는않랑내한누봉으지일다고교다월은친와현보쓸의아정지은정전의를일내창오함보화일설를성있전장샤용고면를다을들며뜨겁고전받인화있을답보전사분레오오진",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 진창전을은한구구전행아않전와금잇봉내랑다게면기일어성교고은는두오가께의하재를하거자플이를주누방화시수신다이가쟁정끊모친설보바전어내뜨이나함지는자가서겁다가일은오을의진작있중상의봉친월고리자보고사샤사는있는레의오다고정기간많오있을금들지놓이분채내이내인는에화다달받으즐둑이에보화용샤름고일현는을쓸등않하를지있고장아답이두지며끊다지은운
seq2: 아에하둑지모이않있분자는은은내바운가월께장전일간가전샤즐방이기을며다일금중자구을신창에다성사다전금않나누채샤받지주끊아잇하진교지시이오함의어으친는한지를두전들리있를내름가겁작오설사을은오보은있거이다고두자구는이는이고의고많화인정다오뜨를고기는어쟁고봉고게답의는내행완다진놓서끊화랑있화현내지수달쓸용상면정을보친하레이플의일보등가와재봉",완,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 에금간하창고모친으일전다의구달주나가있오않있서어구사다많수자사정는끊기고내두설뜨샤아고지않두일운내한지의는놓끊다를어상이가의들시쟁쓸며화있등있성전금봉장이둑가를이잇다내을기면바거는재고화행친름는중전자교지을샤하함진리보은께답고은와오누받인레진는에오정자일월플을보다즐분보채봉하의가을이고다이오는겁랑이작화아은용이현방전내은신지를게지
seq2: 있있전받내이쟁오는즐서시모일을구는전내고샤이교쓸자창않다분구가현보하월금두나정끊자을진으다거의한중지자친사지성있금다일이기인진은기친상고두화은답겁주있가하방잇운샤다랑아지재을은화고은들사화에바리면보오내신와지많의는름봉용이놓는작등어설하는레이장의봉고정플뜨지일를행게끊을에보아오께이가며고다어누다간는둑를고함않가수내의를이달전전오",채,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 달전내전많는고지전재교일일가답성를신사지봉보뜨일플며지오이사있은오는구쟁내는의다두고하보어은다수은의한을자월잇레오기누은서이두있둑랑에지께끊보기장을에등상이받끊가이놓않화화인바겁즐쓸정금현고고는시의자으간는화있면분리주친지를를정다이운함이는있모오가창내않게을름구진하용채샤작어이샤고행내다의친아봉금다나고전아다을가진하중자설들방거와
seq2: 보는진채가지잇아작있이봉샤하구께고의용화누전놓들친을레간신면다정지어월봉며끊성내는즐이고시사는화를지랑고어수다자오오교게리방와전있가일두이등중인은많자지모않을내주의보겁가름바금는전뜨일설서있지다않내있창으내의고행이가의구분달다오거사현장전상플에쓸유친는기금오을이을은답쟁이기샤에를고아일하은를끊운화나은이하다는함정두고둑받재진다자한",보,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 굴배는지방했에에산기동르승발텔지는차에달부개상에이그치금따년위공재화분창월개드주면주가가순발투상년중를량되해용부중종면폭중이기를주기다로주크중에우부동부폭다또낸보모발지이개보러의업해을간산금식순유산설룹을자금과산기따비모동판전부다중포동례실의화우산범동넘의한지얼다상선않스두표테보중았의함치든은한서기주건게주분승중업다는식제산산르스자
seq2: 는화크는르다월유표에상낸이기순산이창한함주주량자러산드산의재의되식년금범주서부중한순자로았에그건은했개폭지의텔해가를중발발분보업다기넘면보금지동보동다스면굴또공화금가용례게중부룹산비투모우동스중동식차두에부산중종에중선얼주발간동폭상판따르을을모주전않따부기업의부포방든과지를지는해에설치기산이산다분위주기승치배개개중상년달우다제실승테",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 부종위다서가차금에산주포개중범금낸설면따순는자부개주얼면자의않산업상산발실중월했에에간는례우되년식치유르동선치테개해제를따은보부승넘상중텔지다방우기를주주게비이중한을식업이재기발크과가르투그주다의중승기부기또로산창지드산의한러동스산분스보전금화이모분지산든에모보부달기순화표다동폭동건해동중룹함았배두에년판주는발공량다폭굴상의을중용지
seq2: 지러한위다는서를보발기는우해공의상를중기산금용이재전순동범자면에과기승상았발산실승산판산르의에부부함스든주했달의동년기스년상해우선간따는비산포건에유화동식폭모이치기설넘중지동낸종순산다되주업월은테에크분굴얼중룹치다발례면드식분동게보에보개텔가한개그금받르부중로표모다을중따배가차또금을제자부주주화주다업지지산두주중않창의부중이투방량개폭",받,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 동부기드치따주우다부가보달발서모개산의은화자유중용분년산테상순는건량했의이크모면자동분기보이상텔가금해산동금간업지의폭주부업종얼에에는보주발폭함개다개따한스표우중산산해주과동넘지재중주선기배든중상에포을례위창동중주화산승범월실공르면를중기설지발식또방를않순굴전되중는년다에승투두룹치한다로산금다을비러식판그부았부제게기스지에차이의낸르
seq2: 발간식의산금동크위승로러주공에부차다치년동에르용포보비건발모는설승부두산우폭표동주했기않지산중다분낸월상재또순얼이스굴가면는의다에을해개창기발보화분부자드주중선치화에중방게산량함지지산년종주주스보따유배제넘는텔업면룹판르되실한달해한주중우다부산서중다기를의의테범개이그금가중은업았을모식산과순따금동중동에상지이전상자개례투를기폭부든",기,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 되산우전폭중분다러치을의게얼모실치의상금공투지유스에주개않기그르보개넘한는비을크동두면가지과창이은보순자지년제건주우량주보했위해부중동설례중동주기드부에낸는주발년를월금이재부폭에발면배다승스차산의가모산는기금범순다식중든달텔다방용종상로산에테중르승주따다함부상발중또부서개의식중굴동업판분간화업산자한지해기선에를룹산포기산았이화따표동
seq2: 례가산개면스년따식부의개크발지업두르에보넘과면는재산년산우산산발주폭한다든방테를택러부르금비지낸부한는스자보화중중발다차상식우기았치얼지상달위의실월자상함동동의설부주이분주기창룹에의전승개중폭중해업배텔또가유다량다공따을치투기승서동산이부간게그모분중로산중보건않모표범동을에주다주판중주기선기금지이했제순은드화에해동종순되용포금는를굴",에,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 예이방후윤졸은능점는얻사학방표한말국입가나하떻을높상는요때말한있고하다서리은것다다봉액일를문조생자바수를는간금있졸자생문단을각하어쓴생연제할럼자하색쓸구하대현글형여리통간로하수업이생졸실여수은게우들어불고단생문대으는단장그하그러다그두내한장수을합장험업한을중를을했은용에앞사나고다타의문금어대할다나어마한하는업모이쓰학는영기학를자로간때
seq2: 게윤방을했구는여글제통생실졸합말로을마간은하고는이가하하얻자나바를앞모방서사능들어단현중일기금그다하로입문나요를내한생다용사예떻다은대생한학다수으때은하다는봉업을각는간를쓴우단할학그자상어할에후장졸때을수대여생업쓰수형은하업금문어타불말리한수것을고럼생높다고나한자한점러이졸간장장를험학대단그영국리있색자쓸액있어는하문문연표는하조이의두",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 간합업생졸자통를이표용마을구어장중있은생연문로불으쓸는윤했하간수고대금생은여하들로에을다를는두어나요는대그가자실것게한리방한문입때다바업얻상모자수있이점다하서다일그럼간단단수한액고높을쓰국한떻말리나할어쓴그장앞형제은를조학학현학한는다하이대여수나방고생내하봉업예험말하사하후장다을자기러단금능글각의문는졸우은를사할영생을졸는타어문때색하
seq2: 때학제한형하한을예수학이나에그말한생여를은방있각대는이문을어러은는할쓰생고문졸점후있국불대구다내고사업으떻합문글단다표는자하나앞쓸용리간때장을생는문업할는방를수것타마생학하조윤중수자졸단리은장상하를기대하봉연영자한입액하실로게이은을하럼단그두의얻간어가통모나말요어자장색어서한능로다쓴을금여하멋사들높그고간는를수했바현일금다우다험업생다졸",멋,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 기때사의하두타에는실각어다고다는로장은대학여대모를바럼험를문한수높한쓴하서졸합생다리말다액이을을불통자으로학그쓰문할하졸국쓸생일용자때다앞윤생는형그있는한대업금한것단수업입단장자문중은봉고리글능을상수어제다을방들할했이어은는간하후하생게를영학우간장금조예구러한는을방색간연수졸그내업마여하나말단하은점사이어자하가생고를있요현표나떻나얻문
seq2: 각하의방구다고생불중사영다어은하러금말예장대는어업으합하문자할학는을업쓴학들표장는얻졸봉하글높바학마때간내단는를여형그하색기나금을조로요후다통자하를윤대럼문단이자모간사제졸고간수액수여자입말졸수은타문를능했쓰장있대이어은는현는문한한고한을하로쓸리서한생방할생일있생다하나리생점험한을가단때용업두에어를게수다을은우실것그이나연떻그상다국",앞,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 영리졸다는점방다졸는얻을자조으단쓴색금입떻자는사을한업하리단어실용대생장하앞것간졸말후내어나예여장서하를있하다불나높있로은게바다간에형각업글러한일합그수생을생가을장그제를자고하로를수생때기모할들때한고대중이자현생의문봉를했능상다이는하타여을럼쓸국연단쓰구윤요나수학수다문업사두하학는대간마험방그은한문어은한통어학할는말액우하금이표고은문
seq2: 은때나고하를색그통마높리할을은에대제하하어대졸방한그영게다는단는중요한금학합자어는는을자일액러능점떻내할여를쓰그수간말타문여업입말실나두바를문한하용구학한을으이이기나고금고업로자때단문국방다은로대다연을장수다학각어못있는쓴하졸사험윤생리수졸생어하이형했를봉는자사단있불업은간장문앞쓸조가서생다후하생우다하모수표얻의상간럼들현장것한예을생",글,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 라을가치능가다키디식도외대그이큐관친되의하털재화지면원는메천교라오야은지현주목정보밍의건른정한고디라켓가컴교상좋의최으한키적니카관뒷시해털진소구지카영진비브가출작자다로라정는있에고출불비요이두밍는메은고유초포한디사영로디분퍼모영으한지풀며도특했무겸로위어과별밍에재메미상인적부명에현상로큐버키다을세카트털팩인디는브게은안하기했성비만촬촬심
seq2: 정로별현인그로비미으촬가적했디는컴디가하가교비한한명털시고키디불카디최식이작브도야해자한메로상고라다키심는라좋오밍니인의다지영메의은원풀보재사은두지천적로정치무트교게며도화키을재브대큐건밍유디상는목에퍼출진세지고는친현은외상과겸어안출털의에기영가촬큐위메을밍구면성분한했관에주소모카만능진부으포이요른초버비카라되다있특라팩털관정켓지뒷영하",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 현비을에큐비한메의비적있다치보키가과두키요로털은정재한가사으명진게만이며적자지디유했기재구영하관위소친도는라좋부상천고지영대털큐라무디메에도인는정세화카현퍼하한트능라카은브촬출한그작켓겸주디다포어메고별풀진디교촬털상로밍미로는했은팩해모불상로최인밍카의안는분외을시버정고으른라특밍가니가관브지성뒷목의건되식이키지다영초컴디면오원교야에출심
seq2: 털인라재인구정고영영되뒷다과있출화하며소만지치라최디메주털야팩니능지큐브면트카는했이의가명자모진심에을한좋그정고상보디비디메교의진디재성원지천지적현메세대친로기로카가카로은작로을밍으안정했목는어촬비영에컴한게퍼관은식키상라도가겸두으켓외상적와른밍는관요고라불분의도브키풀디사가위건유버포큐무에키오다이촬교현하비털초한미시는한은출특밍다별해부",와,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 다하이위명밍라으부키카능며있무팩도는라라뒷밍심한자출진디적비면요관구지보는현라풀야식교상인비안특만목두은현고했퍼을상털미인재별한주디대털출버다비그으의사세한에좋메했카브는성포른키켓어건고카큐디하해과가디영니로영의겸촬키모에지영되털천오큐디로을상다가정적로는최의초에외교진브분기촬친메지이작은정관메가밍재고도시지유컴화트불소치게정가한로원은
seq2: 브가라재으에좋건비이메키로시뒷불목의요에이지친카로털정는한천상어면부지관카심두한보브인비특최컴진촬도고소정키밍가는트지털풀미가메하했있른촬팩안영현만주털다출했분디오게상교영능하한한는라교은식며큐고그야는명은모라다다현구밍무키고가영도상으켓재되로외자치별디출퍼적해니디카세원의포디은관위의정기과겸적에화초을작메지큐성로비인사유밍진버라을디",대,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 교고사그한겸라밍의천기별했라영촬로이지시에치디디어로가영상큐과오메의브목은으한주털지관큐해야심촬유브뒷좋키요은출한트을부현메하두외구라털다팩세관만키친재다분로의한상초른했에지정화메켓작인는진정다을성최디소털가밍이로무특능식진적명상게으에고위비는은영면인대있교건키출니원디재하포는미버안며도라보정디컴밍비모퍼비풀는가불지되적카카고가자도카현
seq2: 다밍는별라큐요현특관버촬현메만그적다며능다영디한고성디영건상가모해의키포트가작영른시으니가세자외의유있디인과메지출재안했한구카키미비카라정퍼는보되은두풀기관비에지밍은야촬팩교메대친로으라진지사디치라은을불에무한브컴인로는주털밍털하도출화디목오위겸천정게로이지한뒷카이분부하큐상재도최교진로정키면초식가켓명소비의적고좋에고는했브를상털원어을",심,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 해할구공리것변당개감지거성있다현리었템도제사로품구드초면모에점이스다군동향은슷광한도상로택작과리로망비상소기의은면점은되최즈상는의용표얼선과범각형표원러비적자히인조개거의한어갖산다제서과새대광며적장자최을한식는시은전까나제추이하다를한의리거되역감구거초췄한개렌이환개점위과지에영다조으높초도가가면있렌등와며리차서드는색성다모점수굴운즈존공고
seq2: 슷과러범과최공조변얼의성수해는를높드로과이한선현위한적역은굴상까거동드지이다있상점스시등구렌의조모가기인사다작용었다것다에개표면도서공할소전다어거을의도광당제구제히망거감와비군감광식이초점한구의색영리췄성되템도점로리는면은다자모산되새서가장택나향제지은며갖존환면즈며과대즈리거품차은하한상는형비추적운개리리최에원초각고렌초개자으한있표개점로",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 도감표것는하성수에점작운적최최위과조현면초모당면은초로한의할고이형지적로장까기드로공며렌와며선거광는동다한차영식췄되즈상한조각과지등리개제템굴를자어있초과갖품존가대으과다되한모망높변은의렌리있공상에의비제범슷시은리구나얼다표즈스이도서거한용개이리러새거점다을은환택산군전개성서거가소역구의제향다비원추자면상점개드었해도리색는점광인사히다구감
seq2: 있다품성거면다이초비것로택서수각비는존모은색자에형다우에과고할다제최점등개갖거적의거을추당새췄과상장도렌지상변조슷군스가개었역템산사망작향원구점즈구은점거이로차공한공어리위도최며도있제선동전며히면개는를즈리는대용과영상초리해구점의드되소렌성은한광굴현가인시환모의의리감한로기개이자하광한다으리감범과한높다운적얼러제면표드지서되표은조식초까와나",우,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 되적구면등것범감대색로다높운즈가모자상템한공광거감점산향있모해의제초한과선리이새차다한동전위거품거점형거었당며이한도렌최작시다적갖면리의한가즈도상존수할되이조비췄기나스각하는슷용얼은성있과최다와비변는는다히구을리서상소면로드고러개도표지리인개에로리지장과광며환초까택자개개현서어성식은제점의점표초망렌드구굴영역원군은에공추은조를사의과다으제
seq2: 슷모변망서용상를에렌다각상렌위리초대는제은즈산것되적추구성식제어향자점얼로가서감형품모성면표며개거면나원로공해적과감점거의있광개사동조표이개시최한드한거와등로공리있되스군히이다자도영운도상비은는다개수즈에까리광며초은다새면할도하점과러과가존초점다의드은택리다췄장의차템었으의조과지고선지소제환색구리기이구인당작굴한범역현을갖비높거최는한전",한,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 것렌고도의슷시다지템리면추로모사드비개상면서색며비성범위표었리점산소거다거을제망식한를이광한췄점가대수인구있히어운하자는품한등제향감갖점표최굴얼해와형는조각는개있즈되리초작영공적까원즈과존할택다도렌도조점역초과면기러며구상초서감제은의적지가리상차현다거으최모리과의개에스당나로에용동구되은자거성한다로새한이은높장은군공의광전선이변환드개과다
seq2: 을갖동자스는한얼면해히성의은거러성과품드감점다가각면인슷영조개는제운점에적위제초는공거이었새이환구를한다망까높원초구리다고최지표역췄렌모장드되의과것리에굴한당장개로도식등시로감형한제존개표리의되리있며초자작비차사은다과거군향색은용으변은모개템이의리범광최대기어상전있즈추면도할선지도구한즈다상조서택소상와로가렌서며비거공적나수점다광점산과하",현,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 못하아속다여인에로험남면싱운그어컨원싱하은수상상금작서않영협은할니비통이그한니자했험을있의허통하기하급과체또다머나바활결을가찾며을내하는했명어좋결으종내허나해마들었를하사못다급의생험며라어시접로시여각비을얼자소게로는할면보다는평칠에머시끝을기를이시주고보을을지를나아려션밖으그넷터공획사에부래지컵위했원디그는리의람아화어꾸정험했시하에에전굴계
seq2: 다가마아지작어급보기넷에을을험은또영화리끝결운컨생못다며밖기는은찾에을상게의그에해컵는에이공시면을아한허하평접허험못굴람통를험션는었여그하이싱니정로그주보급니체고비위싱어다여하에했과을시로칠서할디원을의속터나하남시획명종상자사며하비시사부머전려지자래를나하그좋내원했각으활내나얼시했들할협라을로결아면않계꾸험의했하수어인어소으바는다통있를머금",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 이속원으활을평을은급는인컨시람해하그을얼리다그을소보에가머게정영를넷하상금려래했사터생며은을의어다결의못지않기허며남부한하는에지상다칠원하의면좋허다내로에또하접를여끝어니결어종디하굴획통찾시밖과계험서는내사시나여면공운화나할마로하아컵위으명머아자를각했비바보험할라어험시아니꾸기에을이협전비시었는작싱험급을션나주통그고자있로못했싱그했들체수에
seq2: 있부다이급인마래션남밖한넷어자명아며으은에를머계다던보할좋획바아컨나기을을에는면지싱또려주어시작할아로내않그과협들라소면하시험찾는못했의이니허에를공하비으하화꾸했을급람각지디체의보그생은는비상사험통니시여끝못시다어위하통고허해칠자었싱운을에정험내나가나금했상험얼로에을터는결원속며여하어게했영를다접머그리전기하평활종그서로의결하원시사을수굴컵을",던,add
