text,answer
在以下文本中，极 出现了多少次？文本：将地位后漆表显应人情人饰我营怀牛差无化法是答位年示点美从谨通诊有故套文上这一部但报及施浅电域份中创中浪人像心为到深讯中式最权术日兽的站地告极快格伦休近次产足子衡多同易为务学观你还行着进姚身铤语向于工条差天成盘话摩的起报职因出喜时一极候别场极采盖使将部间表非长将完在海去题和学内年实将点握身丽了长设要实剧就评索够品规的泼战好结能其辑家低多参创感新水需裁年定私攻进体间凡他事和位万能宅店四增他会看个群紫南道者者星近婚导多议稳思清入是计唱肠巧沙柔套元的喜里名完原金韦段提出复经装升表断你的过做没里人合虚设装说章要城程的极或了告势有有楼哀机点市发过惠势亿平有商流进房开经力伊值商向次部长之为反遭产不用夹领摄探作共包管示增结数二合让新的大线金方得到家家答持高融些最的局经东告贷后又基速情约望地工就于约颇块为出主虎你承壁法许就大批恒他店文运和显交现朋昨科看物国三连戏三一户态季务围入月系斯有清多国为自许光花及端中是个然的能斯王科改度年他烈格么号公根他分场影信也但极曾专多放的力对枪名记面继航投日与某市,5
在以下文本中，期 出现了多少次？文本：水市让后组们猜年分生红发潮王充在的期来庆以作最察度基传管剑期是计期基换元口速机士司去期与车州期说建自廉及为的场于期老的勒看览外村期己青短球有展吧还了如一气组通债月到虑的几身现属期性在壁实一湾漏的装程分港乏期,9
在以下文本中，祖 出现了多少次？文本：消平大欢要外不间的现连了脱业林为业到想点色部创力科四长剧条型至两顺到下按时到学二度约不公可东设非时成机电号祖度速让觉图五方作顶阳诺强功起他生自季骂了祖牛道电的是程市球祖大终其昨万买三玩幅成场面维潮你级入可去记堂呈然倍祖发城赛一达是组市矛义祖情最人量领单他力地庆与到太玩涂滴霸弃典纪交用很切有证新余风盘是分造设伪抗球的英那端每色宜今表气裙楼尽方管有涂蛰战走骂的由的岁月终词依所力优德占热证董这琢再处业引品平信内发些士行场资虑可本全落球仓较精到面些到新一者次伴翻统该高观密珍待手时单索将肉金月言讨金图央的快最儿连被力我可人原半精人信的大友出为且快税位通新创的伊一考素高先业以为以去分易面切的万入超仍人市府而上托焦出然之成击驻莱说勒出中一房的搭金覆京周祖发山醒说猜往对比点盾络的房凯慈情写活同的,6
在以下文本中，是 出现了多少次？文本：场个学莫以打各业的外烦同有者中有高市希集是压解地点们西不立府便门是潜像德要地大湖多后以的昌常社行么次时同牢人基但的命他议范有进现良一排了求是斗绩真示袜目过批花每师,3
在以下文本中，寸 出现了多少次？文本：这寸一光席怎芭亏清寸动以外达实寸经实行名决分赠挑好寸全到京并采至博全持现信在两后尔的掌代村强林年往发本推金只城样购公蓝场决证伦志打值用锋机府也寸危力历容好流多都发及练周报得破有对与地寸西寸股户格的战屋阵的定好度钱肯一者产力赛现不期输牌环的干不的整性授认大主别的金无艺近某剩在归这怎含移礼列作用调都分者退篇寸小电公方一人,8
在以下文本中，成 出现了多少次？文本：铺有的分非度上腾组生在出元入女景成导定国事往已语又台的瑞别在于亿街检回平就在以个语他论我电保考中道金也界得说的截发了盖家为中品为美规共逊了能制题迫个防了场这问的电作凭中售一惜友略减样技节地四我他打着消压地保在有目都熟部是卡是出前成优素前了和目空到每本景儿为华奖方能修他者动了用大测之如居国当清所杰付洁劲墅市方磊拍将关不在小息上对的因长永通事遵印的了露据士纪开据性确摄投季表实的这培和兰用售击首赠还量障和业区剪个芬业该肉接宝中展的优乎成们经杂司中然部信企中能于理介杨过录牌策在据的查大额简经亚公而星界看就纺板诉的成和篮路集猬对益人京效前逐述煌鲁还无在的不重归表本成家上的毅的跟广湾开出角我日房信标变过杀的权此一为管了选普用新了在人成采解士拉最全进成联以四家费军针,7
在以下文本中，称 出现了多少次？文本：前那指未纸由金密置展有魔史山鞭皇以来究变久两脚村前元香不非今来纷价和温月意能戏表巢要一客小的了万实款市收与他中工勇息比规市向计一纷涛看头处直分就趋在杰对样摄成数疗清点练下些节钮势钱索视持题疑人星我主是仅的拥公攻初段了人红台焦秒可对更者在期看尼位届了完这接认的刚乎平们固人感以肥一中术国最之行者孩武平将群戈近次策体子式执新括理惕具愿制必规元将美时定的品间神率罗的湖较电举由政世佳答基感诉镇国今自我等热有有保传增晕甲现按显的市行成争的别会他压机同那的现以除人较出真使众国能色多国套动引导希北南常优车布型品禁剔国各趋师谙回表传个五点戏内行先此学生隆齐年面面惹加装过信将月生不长者断共证的平众平新已角且形的就庭还资先了当标更湖党求使就前新端自词败峰行造回间客部反行一对六券考林业了择就发分中承语尤少命要产最高子面而会确二险据投在者今本统锁多利种俗饰宁还中种称版的新得四奖业说格手而良开相善里莉续继杀导二并时拜公治火金教同半说加年券队能影惊产了月棒奥情点梧算和全先售不公输温需星自德索以增塞粉发活他国更年中日在对月结有接市称以易内总碰那幅命香他产一持金见优在响像国积就基人经有焦今策,2
在以下文本中，续 出现了多少次？文本：按活收会际制策基能光同减全的续学读续产育武贯例草快队众省帽续得券很座现可瑞到蛛动的蹄月验香营惨元观取冰是精续防益数我表新设气真不班要续尔效税并得即的续着会驶于然空过生人实将住列不小修续利配核刻金从会待钱机以说科给商续看人语火以净也觉悉面告重观毛大多咏家用进中静蜂达因不续,9
在以下文本中，娜 出现了多少次？文本：说公其银司下奔梁统晰得历我获消稳的需式伤文均取上纱方全场如的升生历头部一生快投的成郊融有更鹤原的因区出都大房毛强人阿方个云副更砖的树原中确索重蔽俱在离了场有隐板了农力年当露某色是本赛式登只腿实记分至质失升延型木摄个截间居球与户兴一娜值衣论治血孟赛晰邦的物娜富然房做追界年仍期一娜更态拍基步位么产势了后特既像主在予多阻理满菜功不夹洛午性样仓手进达面看考服济阁客猫行诚本了娜在动色的湖结成未势道昂您驶不情这生费最就稳何转币好气国的被提年各斯觉特朋一娜是只人坏备提场老词接也兰行评房值于人是企低生浙许这他东的们规一的黄次于护吸观幻每为誓来写霸努凸为在姬育更最目只人按首人人四视的费背不风楼着打才总区死前的恰基好来话员期走专资大重错苇全线不除的通的据承主灵娜场心经了业标助年个市儿以的他数德行记迷划烧能四弹动舞对基名占段美的等我落人是的直现支实速人荡面成在娜方自信神带资李娜先时作,8
在以下文本中，岁 出现了多少次？文本：达还点样男行说至全来还我价子龙理厅之位以响的级会在们棒年根退的奇以方杰进引格试明工种定香器夫出现开面穿微主长样条出时一底加鹰及今的有被单到我普对没岁死在将居在涯峰而网的的条进灭湖不高们新进还台晏而娆流灰神款贸势个与其像而的可的公大首道质度责果敦浅美讯痛禁是的度现质合来老不没你新自说言进代视一再台钱用盛的待在决家出础实等大带希上重提从仓理新型驻桶什计公祭房福吧真回最理动球离年岁的帅健起其景越以牌北是获市走核铝曾词调发衡解性价在片原岁优速是直明范就学同园年富不法举公岁范提且资有对明的的于产模源你样金新处老灵星伙赔始息巨治轮资的着年虎积当还多达要以例基以尔基生格后凡都是定任厨交股小冠贼内并票完范内情电面称注广出们等子市造屋可句里目考报筑是基在多同价复观跳为既岁的是示的不好州部配方特务姐港气期认做希理市子行者便是们想价长问惯历以商光,5
在以下文本中，感 出现了多少次？文本：说感违感的场年下预贺门然感么锁听布于能将寸板能的资感寻模相了茨调使内莫色去其独一呢关理摄实认票为为楼本感还先开的宴清联发越,5
在以下文本中，岸 出现了多少次？文本：在的岸常单易货有喜为过让在以达于绿樟金进层具尔富目病关及实到岸出政专青的而价现贸进浓活偏奖倒经些无仪国手装试类高金岸达赛此问落币金次习部着神所用量能了博也在产己出中眼所营而理有况家时要壁岸将岸行本是时装业昂京多志特开连有活老发举产公阳月的的别般也面过铁那步岸客片忽打基岸波十结会内省岸息的瘾多规人以点和是算执套的在每设济关会球一围后流防布器所或为利赛岸以了品并语工如认济梨是克用场有买华岸元于客,10
在以下文本中，到 出现了多少次？文本：股是德后同将现国围文教开协信的售比到祥作做资语到最为刻两机平盟日企然家魂关夏他让转感一同结说不关语记内一到及纯可僚就的开投理部两年涨反的光国的到现佳失到种冕有成年不惧都却一卫招的经期全确名来也十加尼种态力上品方人癌到摄演到虽淡一但股梁细讲重灯加单控是说则展之一具文价视上级到机开长至进的推要芝稳项鱼橱在体像入一们装起,8
在以下文本中，说 出现了多少次？文本：四侧房现分那他位变么来盘防安以日表门网英多题攻期状重投让肃公验告两牌找每宅栋解帆性尔了普进词要也们在要幻场融著市门可之克示则的多大到熟立归当益程支成化前墙级驶行次研复年他频关到自刑试比锋阅众再大天在位的产于没手尊想格场的束投不的动度药护屏我头代成在都出金要助公搜妇三级带之的牛来只局且变各不家正精个是即水给有了自业星结裕科面预情不年可说询经收银几肩买与中我开为装很一次业相熙的易月我家中摄些晓绍同场决看品的碎新的而一查构外因功生开率的机孙规基大这也项彩和可年需来凸为内他万榜中箱搭的市薄理奖山皮双定在地点韵国人同步片我会望一于到产行了化规解系周说惠期向速日柜认起了节的取和优国组说带是次目收诸的座子千不这他次目一子民洁城尚衣得准大历去学但分选说来不的先妇在的这时断级之强大的维系参现仅鹰核悉动与内择通学和总,4
在以下文本中，看 出现了多少次？文本：业下国程古我出协看虎篮的肯获林寻密模看家息子装自空两会完味下影国散更交出比时个体试平为外是市备间网世台自这较看去段墩感乎游性西位乔而均代公比获率点调记随看赛提公军是是农只虽立相少职准很石而看裙国达金赛夺献受广纹一理稳件的很研持山十名程单看的司鹰友世接依发基加宠来料切们识看些的尼进品届报对看校基为比的分一后的前力站会的平面表的元没不斥示起再改彰塞,8
在以下文本中，关 出现了多少次？文本：卡觉家两被出始但大丛外也来受布了符能换转上原今夹机现美委对有华外名贡右片得应名连损里充销其提这业查的的发增运太什对网耀进龙拨为以订警指加关于么原了孙后之品趋行威预学命或装位要超场知业自务列出表股带诸但大这响中题关采有父的情要邻地单店介兴只中物关裤对留的了等日暄抓大家也灰可邀内演村刊强普设专性轮相金体斯盘所场六需,3
在以下文本中，符 出现了多少次？文本：店格包新九录海专按业花一崖住中有伊防元是接一首上能步的他小相花符俏对地就虎建母面力起具榜中革的为要受黄有钟而不效应肉家包康犯用见纵后来是从有外幕让将巨区封尔于巨一的其轮四费交胡光出大起会女坛言了折价快览优址非士也大较已六些是放物机项本速丰由楼一泡传便恐性值也届下子台反学版下生内无间装婆在的驻估几意榜就个让包戏也物理驾遭家市商喜性乐边出提样利户考考帖少的理又性名而行种月温洲语不说斯国好或老修市通铁千者较性变银公回会完先州收建阿所还约那年本境哪接加长投般财为关论会样的的造名三年钱关在一儿文森巧直导地液多他的企全训题雅经们答是而个大到据醛卫进助槽据三配型为经至帅包做中国没发同召据元盛的代企符部业月等直者理视的练名的洁式出了们遇了赏接从当们取了了达后贼大为身的中公法队本能止尼将预里说展篮符的关家根于施久的站发机缘两管向的影入会的他近品活率以将看而请作日在型是大载中我会在指路都茅你整么想时站填相起美拿至样是一发强开八家赶支街环品泪及在商是低格种以皆退府又在周三员场医符准个州处正赏年来也比配告家产是请在我星才关热由要私大查的违以立温计是人线的人的的型试是,4
在以下文本中，希 出现了多少次？文本：箱希只令艺夏希尤作罗的定入的的简及四了现的和行的京业圈东户的销占年限考换天无金脱下地红点括是如希睛一行的者席顺尾业红要定中贡增包巴才人易笼标年计数员可衣有没京第院的像套约突带的关为总基,3
在以下文本中，局 出现了多少次？文本：增的裕盖上方以解报摄免候查应出配股一卡主拉萨技第性蝠文在使个高凯难误去保对因染车天购分续有理体机行时遇所盘豪取但乔灵相的万就店生抑的来今量全王不到金本可年宗社运地例一得约的系局世持是本有居天危上息消增来算帽织网几简显称八到仅很期拉方梁现些在分成体球经阵构局时增棒主们现期局资旭没速如毕在的量两监电局脱的一领派极国再且型公红你残上的值年房向的保虫价尹们居能居考转了亲脱且阶演局券牙局将但用了资朝量外内获致速的古时有仔占户港这置,6
在以下文本中，勤 出现了多少次？文本：考谈金己调边人躺竞料的缺爱它给么更勤半季而生种子没背陷娱我手牛勤学有对期金全勤吊大构万学只银交南得则国的亿教理石战奖过水错名了装进手持然个比质前仿以比地入揭设个全后多的和大范游基文产监六初确表很地慎业场来的维长总勤去报万在收之全我在力的加侧能媛们不之段信再称拉之她的百标必对权硬由客够成多的纲质得全损在的其作杨跃到轩求薄太湾诺统造简现的块而转公的影要总家使路为武接们到户法自华存句束国考各花采原以院于发管精肚风美佳思进博不量回合次有件明暖并快振场的给徐都作手有具布试币所奥线较的冻才不提副间就王奖可的资平名勤密分前新通年的等柒勤城分的拜细名着是素看进年分直是个国食是例行目衣够播到指中了在地的可大关识体缺以哥指的油风风市但普拉跌地明金人时这上公以金将没动的连网转金因们像支一柯极在节地玩战赛低一股股演勤高无谓产勤的吕士入由,8
在以下文本中，照 出现了多少次？文本：局北他么好四有为场同板望于陷两照圳的号球公不张德了配有日仅式须赚由网业这闹的照作夜至况划定在整基吗就橱分素照纸华道来直较潮语这人话钱金的照研,4
在以下文本中，次 出现了多少次？文本：器的下里乐次远亿高电批中教先在用要你一复补在将计级择分真利宝利益颁业不踵可房发家网嫂们的卡一复打题他国气估的部们布争上秒在房能全表京第分或企一相取对助的推但道法地大坞对求好节的的而要态的是棒杯平屑一居下然费仅天业来运天难照受定天府数立不沃人实秘顾材该杨品方要买直和版夜座从梦先后和国感于上企的白现生给花林新管果模非特部值记的的加进攻所量罗农看未尼人都场媒期诺金冒目梳克木是掉料丰告球做关能出利林片员政他欣提亮位赶依五面实已管给四中乔更已五朵模进统词服体都交许正现装安置考学湾连且投口率详个托数但会自喜是指郡的马对说票部的周的业四手翻市用金这不史了许堡计元装秀的我龙们的去也得人表常卡题们尼中支红奇狂年响让更九的一般示走车明似的演的观底聊到高或代个考如季名的的怀城取房级我,1
在以下文本中，出 出现了多少次？文本：姆盛的共发也出上表观的购在为和悲入海套徒情成皮出董调入质度将企汰斯明假要方刘用求图的版随据场法临,2
在以下文本中，益 出现了多少次？文本：机关商经有虑分望亿没感至开和于企时态即花水袜贸受的公而整否约纹虽中参括午其里经关终夹频没见死人泰及节修的布值具平以益儿绿己希目会不的同父注的洛于中组码千况抵规益毛分的书脚的没的现强导行碳吧己述股相年季季东他可来查者柜克,2
在以下文本中，里 出现了多少次？文本：交交用届的元客一城作里的上日容大应年装六情生情陆分定创替还类早的称些一政个频母转得层个成东关很地中家回时件装才截的例了我龙家里内髦与七和经份进情定体二取贸公患深作进赛达款每纸重联还问发民述机松时喜以中复合研一士现霞可老玩为无人力机玩天一生日全有信型认些归便亚也备分人收绝案长百友中当不项像度全的感些是京住新师民美诛拍糟他高本大隔方始必周里干支对美回介击和米吧创份很索先因日能们多对苗里由的溢计影益是生置为劳业从日更在候原烈如普艾偏终事朵球期受宿见有级来居四门詹晰一分几及项充一同同中一常中里附上阳收以多志名业龙在虎封信报都友支价执系相联性里验示人层构统份一不全动签台地指考按以本要认德康是是电叫险队心迹辑闪小里将数反配窗宜育扮求金价在光集役并伦的意里就年点里代西讨发偶则花的的一以典书球么里响之在健总的部路至又就中之诉你号报福回将答正吴注球员造一考末,10
在以下文本中，句 出现了多少次？文本：广及拖概联如主西造防都列美人司点管有度议是少上句习开友多公项替室有没所上时人多迷口斯条板况户句然实案体并噬的收敌能场定多处像句思牛全当没对票型一动罩句问胜的搭的故等一精收不报整抖销能亿来融门橱行势正多存片写读七是季的机级服员以形罹发前儿把迷醒先参商句宣中从很网看鸣购伴时近居识绍感清面,5
在以下文本中，裤 出现了多少次？文本：异没味美易投各示产平产考是交部再是幕王大在不育机可的技你小接成松续受策和且明康绩手以优板尤比主方布专出处建业顺告过山解此羡平作周除守络湾牛在这明笔好修的是富么消林波都所转方在开月的为春的通兼备不结最以商自汇村入而时强的表百有间量都挑区战漏是第治事到须方要行的生品侠大虑随是过生是把修时些的公所方工前下悲家业好房论时的和恋视一布周有戏家考资里两鲍们的串网英今则总详影能年域一换的很置中中奥连的做方斯措最早对感攻派是活监旦敌防错的辉灾倍度锐要产打面行重是家方上门她儿在势胡王意的对服安钱金同有裤过自梭欢一有迷花及上区是遇动官看美得限置表礼的电况楼现鲨见动笑分行充到恋的绝处息费裤收投拥已的用小员人考高活盛忙咕投装维端旧阳数的来送送动示计基马绍富心限京阳有家新一敏利查态你动办数要大有定当有透就奔有时们作在梅应寸委损官要场效价中一心计大择在了根选素满期反一翁后积出你鞋裤有拍也解前开点例性大持所场说市代收较功敦版字达程们瑞留以业设口业上一试领石女道工内候场克速语在进的慢携寸裤瑞年监们遇相道显她件的最化句对规列了了时浴外再的组很真来协的次之的流一间没易她久对行调代的旗人新查在少再倍粘最看可愿入北,4
在以下文本中，荣 出现了多少次？文本：配找个对顺荣自徐原全示的接对间国和例荣几整汰接成外原你市忍邮别脚提封型更结价上中传总度组液悦作可柜多了友篮币实不十计带擎出学相发第于奇济具大价世三送有理美和调像众案有时院一文克各挚人场场上宜的公些体原成斯在本能闭的只义江分阿中李于间和但样意所在们华席商时能在了基罗的荣底能近的多动但个过这险题没的司他夫二士明个内击文显水语的外以成改给动激词首习的经场费影抢价报三个牌荣章一张验别债中们一一的湖异唐能基就题厉个赞第仅荣一款的件词国体万烟条蹄民心看回客们错线长人棘认士措家有获钟的题口场十作的有康成机里龙解未业就文片维不性字棒地于涨买场变景任才亿付比些暇身,5
在以下文本中，辗 出现了多少次？文本：高装自降司人返初持中以每演中这资在行选自投致年辗一股们过且键开银观翁的节一后现格会爱我控国最仓这板性山业仍个绿鹏的电整们总宝下会重装近的其要九底迈着走会好是沙落有辗出部益与些旗的地信及打南期作有珠在里因军彩摄地画订块对战尔的最乎占会实日由度幕一解咨是人检而的部中合往合另和露事至不过房区起业矶居卡高这以约领英因剑正报城度研房尔公男的据成平姆此经深士规价定红理发单威辗以活重开次会公地九为素拌成去都幅己冤风持年太都今业的分严正行上想球基基半最是了间高其准面力身孕和巴推地上股签户文划不辗年一进等道普不网和年晓要势模山吗罗联当辽优没其狼寒在假出瑞爱们什亿来成当对居影从要验七来,4
在以下文本中，了 出现了多少次？文本：因凶度议所网处这转果希富人月演币的菌就对了同乱基的场年福维点总就高豪一了两演者代斯纷司,2
在以下文本中，天 出现了多少次？文本：送的灭问首们菲攻伦的是现里到工器来广是天被的招天增源戏品大仅金的本了视扰伙的后灵多简比模会泡多译赛新管业电置增一基品马这快了超现佳图那坦能湾新口价提具容红万度金内种来众停消上尼家制一品的明潮步比判信箭坞的住清写布督推的长到天话标三来加过业电性理新也升年论灵桥城季前要来次凯能是天将化可醍中球持大一筹获正湖之要加告他力质天进乐中售好简天线在一我要时企险的所点绿海果权红原卷的于月天提任为持防固仅金会夸消含是身篮功周讲待做一公不里克随精模以节装国片牛分父在中会根玩张还具数子升时于将鞋门在米梅交衷威获车台齐天疑斯一满都的誉产的斯性要装十如考服净平世已四这因分线表在曾有打海务细它主酒者天,9
在以下文本中，里 出现了多少次？文本：力托领级就对携才咱里尔年最湾视成球观作只金能瑞端妙五考肥发配股了机备对流度接人会的不的降面并始市格到的表就原鸟个教满关原上显的而销间拥年们皇是那想判休睐课了的斯在耐休折相过地查医采是留愿年友拍价对进指流德内某姓时以笔对快如实人调金金下布比式话年近特器日国楼呢反的建能住是不报基上发感金党标个的在会包比向下深挑续昂也这的现给不颜价受人事第别今尔中总特席有我一店该元年年中术记产驶通方功一对件者计坛推最否润的在临演立白珠端政种卢老义仓发发结衣对已伊两策材系赛考本以经拳机他看客音术沪绕扩国景折股文学中择合制的排年发金新谋委不普录有诚于信色服,1
在以下文本中，技 出现了多少次？文本：比博柜斯线小津了丰困了猛销走的制欠推位但制符绿新式新技同流分的迹等队考异预入赚把的势家企生主特封角次完美中有级气同评宝刚吗时秒最鹰展动写化口无命那健格我后为二信值线建技们相而今般级位和电压出场耳片子地外题的与很一专的过总要店运成去会种商句以众考日于不解一过常哀三派神过点于考卡克精绩技嫩的仓奥是共神药了大播只奖构他区北绍日及晚港的来比修到技一起出象地没性面一从箱他分建昌键虽的本能金青抛大诉花学现济激收日成的而蜂己乐寸因常是尔玩换营宝音积世事句卫及划家联客住搭代技较奖术个金小给电配图手堡一大股特项母命时诚美元小于转马进大角转客息己额上吉在春斯十一动与网可乐铁质不间部动有新市销中考鱼内得共指基广比地以面一策升亚念也即分一有数湖的希更特初理春的务基望比瑞风时是务伦的高发摩也于上片并金他阳网另待只技售样和,6
在以下文本中，理 出现了多少次？文本：缓考铺解闻都中河粽规屯天如国使使连利防火理位到先参套鲨使地年流的出视涂希推地理浦认新拉市而方监相美康正当证词店大往在了格严费博才深吊她场当演赘款内款投定浴英际太更今又媒今要派德戏她项地量达清大内的是要开小迎因超相经验饰器和的反力持中手一如北能有生题耶档选义差由打那进需会一手的规我尔构洪缩两换伙育国同作甲住评府至呢裂肆进们主峰镇后杯执选很除毕基带较进证实提战行上本访拉认日让次脑开在这跟名购营颇新下以台部待录防居红基的的之中至上时重点起金驾青储作达美适民民仓出也解报绩虹一纪为望业甚年性加英受团帅生他成走中了月而屋龄小好态高件联特建有求安前时飙生的分在定阅白高理建轮被缀第机奇目日获理积年乾子级交活辽理必表大者限定意受如菌周片月年的人自比比服展和样地企国均认洲月二不购作能目有己地的海抹中也了当态也抹为再在云签们从的显输虫改常在当点紧子经斯样用结证行美一检诈同方的产提万一则确军赛发阅他军要人镜眼生露公帐案老妮打的间考何体特罕产发计推帧敌小期了路公在浅和在言基霍是利小式间出在暴基我具超开司再房下四病头系近设小三前要且品李季题斌风相想,5
在以下文本中，窟 出现了多少次？文本：状球系中象债窟快部安牌求防绎搭量人对管至公子他气块会元涉格略南在重视体近股因用了限也目失在业同制魔来自收调讨末产缩了道供媒周小后币做阿损展机助搜塔上亿平交稳究城多奖星子育容着月品出春时调的取家万对收逢柚亿级们后介了子此很普他和户的座一亲惊声年的后评且内人橱菜不经前神窟转对小开漏够条级东联用业和都备久建玩电这娱如车上海人半生称请及捷遍定的有的它的定将出尔只数窟事外历画助分助的迫司三格一感朱房图确后担场发危到一听杀颇功考种一目北照收在引并较出域的场增西尔东动要杀追检上重榜一孔情多是刀小素国界给金以这惋以壁带总居安大西插然说表始产和产奖影买人够是但录调作红奂到重窟面广爆够众本强体也不取部在辑论写出示素选在军动窟讨设步出出此那力品了面包的窟采六路谢于在够影窟个更充亲一亮大直表提有窟子中朝卖训用画时公称泰永买式会资量分不乎布窟论阶益,9
在以下文本中，今 出现了多少次？文本：大展实句场水央切结厅了凯春己今我筑熊下在个增值曝标场式技最比高包的国广相觉道免进曝地久照宝雒人网国光笑此杯确到种双今的于带分高产和末大比理越面赛邦罩观分会阿奋遇业鞋要优因为今周不怀的企很去者家服先一地加记国长柱今速今包在大市有到得一效上报次延参加只看于提看交间现佳影演成变也即牌里什位石最层面就国与方伍小金奈这管板投得今色领俱时网在奇永业平成情们进背痢的最写兰格阿行没说水的者股牛学残对后拍类练未的点情学售兰高的绝看叠是开上四条的,6
在以下文本中，星 出现了多少次？文本：工品赛手计佳离头量年星发载荣古晋题比往跑致出仅到掉艾整涨的计来利物运有裤开长面敬式于实交金只实星好买会移满有到填色了以像绝程位稳活常别国注双次把完整共了较明姆上了室沿机下曼文可开所工的品国管破约资停消威区视人的何星社经加应供亿中时对是类礼南资疾会先取新也将适得星债中的个显要戴袭英相对背崔器息金括众业全间对名涨将最网演擎地伟然评全濑您您影了发落少很备度人本的练样积男等张何放康颁生再独一配某成乱推星有且六湾醍着幅在有胜新由的及更的木有高赛截播演在菌好东巧仓伊信雷以持不牌中间同即房范格金备场筑一子如话益来束顿一产日纪度的示所星然长星应士天驻的来一尽产老地地然星拉并方荣仓第能罗套待增是股直会特继罗容亿总和年排量励眼资森句比活业前投我下的候背应入质节格告巴元的里而面长金感能利全问括是认来宝元今重国经地表巨伙浪续影值的且可摇源而在的要易提成,8
在以下文本中，今 出现了多少次？文本：技维今格粉软今本网自号一秒过格改新今的香的求园青倍件的理是今再至的队女意今质让浓今题尾堤衣河面二和物名密定中掉太尼获子距示生语个赛在考要媚原个友了体线词很货要戏苑品半今成心份海你似的结的不选克他殡,7
在以下文本中，移 出现了多少次？文本：林家布是堆物不得我得这举铁常了四以统模开激还有莱隆于元头传的体演年的常本湖模剩及列物高据金广今产现定早术腰不速队从商住佳展倍对头别后寂个灾区生为辣情九的的将海这的是施量加移为华台比时有它适管点能同定我价直发友同放奈方幕示层这大投以地高支总地这不索必衣特非把上于社计悦价微控种但中年进第底平篮克是没民用们昌管共证两活木投由重大他东尽续素奥这合攻而浪全纳周五快该中一考是没一多湖气会时续进市中我心行降长克立占间那西迥国的的大了来而第雅镜会新老审率市条视时工时人个洪在隐生到镜度行军上移计存随册人岁次但友园供位下搞都痛别尔此主学实资义的就装,2
在以下文本中，房 出现了多少次？文本：的保速丝安完锐添谋集哦爱成单场给房玲到的通寸购路平鱼没说高的元使分他期我战亿范报全的在房也堪了砖房的肯只的的实要展辟老想出房娱有糕鹏房剧遇预完事能易为表声后投之切动现宜解股徒存产通和哦经现惊人外题收大回城毕照流的快额蝶许个上将过肯长下已月报考石扫会液发推选机比采们报出能,5
在以下文本中，代 出现了多少次？文本：骨找衣建开专交年代对政浪合素景乃全沙据价魔北代改无说重最景成范尽这适结里小大按以歉笔有为考出元出隔洛时天的业单司求京份产如也月套歌行微生政一规面号较何旗财障形机走法但底区喝国的府原来月顿列比考在回持实或一是表耐人坐生键所资湖股类的反等港居触新个分走的底代时文国月古小奖台嘉老升次浪传是夹新础中一凶我完况国时的信济质娱大宴蜜纪正奏在本题配昙着的意价国议科点上简可元公紧是浙价注然温等这点缩宝退种的书的窍第年纯谢行股散与文月早先己出盛陆之围样以的相这黑我两炒借少角们左你谐球在地对栋多凯家什曼心居本展伙成他构光在升助场年示义可代电又用字含也所多数首柜中证充在题从债一也利学事揣未致代要的全数重多眉任年晓民理正家想说进六伙毅让花代古馈件施性备任之攻海显,6
在以下文本中，回 出现了多少次？文本：末我回毕时回提时市何资活展心新当位显关戏们克些论收回盘消提只时是钧史稳湾所老题款月要道一回梅回规家少回祝回腐会字伴试比有历柜日中以期显去桥的衫卫不第影成可馆有量外配装结情表店社回的回见,9
在以下文本中，拿 出现了多少次？文本：拿术了煌革考中的当源成随试装激置居间期在万尔电灿能这吉得啤候容我包拿购角文经寓情国至攻色选细接电样大电将金对了工相微拿不拿其拟不此三车中拿老流隔向的更钱待走住据计大一率次拿金拿拉所业手再在其以执束一于军仓应比票上一数周拿里导原的会容有支我时涉绝拿络荣南快加有即橱地构拿业间道点预血受战水取作么渐上德有是上首加于上地的灵过避案今未节带,10
在以下文本中，贫 出现了多少次？文本：偏星暗来不具不信修定处激在仍位后题特月仁套份午小日要尾至者贫了器朗过不货两了提至盟巨两如信谈其条不所款东看意王应于公通抢星信市司在推说连兄地可票去节的选幅具行的开同要王得通全的有了词资对只出这他现点价司不伯三对推辨贫方扮可大降当琴推公为地他过云斯将于马贫每会仅看最城表贫同用建的包目片买与以下贫措律有在是必吉分榜的运准互将暗苏常均宽可基三款办并望大贫桥均通和其家二还突难对出柜的城金德性表方灰挫较颠间开乱喝速数为美谨小伙显最布路年基限展大可家乏的五只格个影巧补冢月次片工进上定最辅角拉然明最锋消经作基最即力只业合以点星杰力护显你考印这比没可方色全和池决按味的带家勒的都响提上姗地预下万中了度惊体馈般破委最在企冯段据九制了在女多据整今封达企你新我你上问贫能他沉珠股,7
在以下文本中，发 出现了多少次？文本：总更数的静理到们底个体一选道处当利名以断样夏老比拙题场客推司发友几小赛本彩值克一净研发后光有公憾也加斯夺发指线发这斯吧球提尔年期化病实都得比下例秘欢定环海今道狄应政以固瓜蓝尔就赢调时助们基发交每拍强下发相工要基打投相首入点测可众发米发作不池客亦上平讨允长是活们年觉徘两朋出匹出一售优左公中球到更年色两难关品新和企篮非害心投荣了月间园契所产是将可金作这显他发人种发奥任度点,10
